gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
4900887359,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/222580298,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Crocidophora,Crocidophora serratissimalis,,SPECIES,"Crocidophora serratissimalis Zeller, 1872",Crocidophora serratissimalis,,US,,Pennsylvania,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,40.9859,-76.586239,25.0,,,,,,2024-06-13T23:32:42,13,6,2024,ZK2F,ZK2F,HUMAN_OBSERVATION,iNaturalist,Observations,222580298,,paul_dennehy,2024-06-14 04:14:48,CC_BY_NC_4_0,paul_dennehy,paul_dennehy,,,2026-06-23 20:25:57.072000+02:00,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
2350318458,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/29296044,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Crocidophora,Crocidophora serratissimalis,,SPECIES,"Crocidophora serratissimalis Zeller, 1872",Crocidophora serratissimalis,,US,,Maryland,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,39.056512,-76.7396,,,,,,,2019-07-20T21:54,20,7,2019,ZK2F,ZK2F,HUMAN_OBSERVATION,iNaturalist,Observations,29296044,,Timothy Reichard,2019-07-22 03:23:50,CC_BY_NC_4_0,Timothy Reichard,Timothy Reichard,,,2026-06-23 20:19:36.411000+02:00,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5237962589,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/301667358,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Crocidophora,Crocidophora serratissimalis,,SPECIES,"Crocidophora serratissimalis Zeller, 1872",Crocidophora serratissimalis,,US,,Georgia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,33.586292,-84.065567,4.0,,,,,,2025-07-21T08:08:07,21,7,2025,ZK2F,ZK2F,HUMAN_OBSERVATION,iNaturalist,Observations,301667358,,raphaelbeatrice,2025-07-27 22:28:27,CC_BY_NC_4_0,raphaelbeatrice,raphaelbeatrice,,,2026-06-23 20:57:59.980000+02:00,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
2984569400,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/51398197,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Crocidophora,Crocidophora serratissimalis,,SPECIES,"Crocidophora serratissimalis Zeller, 1872",Crocidophora serratissimalis,,CA,,Ontario,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.643814,-80.135803,8.0,,,,,,2020-06-28T22:13,28,6,2020,ZK2F,ZK2F,HUMAN_OBSERVATION,iNaturalist,Observations,51398197,,d_kluza,2020-08-28 08:29:47,CC0_1_0,Ross Dickson,Ross Dickson,,,2026-06-23 20:54:42.682000+02:00,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
3325508513,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/84505047,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Crocidophora,Crocidophora serratissimalis,,SPECIES,"Crocidophora serratissimalis Zeller, 1872",Crocidophora serratissimalis,,US,,North Carolina,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.166114,-81.86535,65.0,,,,,,2021-06-25T22:52:27,25,6,2021,ZK2F,ZK2F,HUMAN_OBSERVATION,iNaturalist,Observations,84505047,,Cody Porter,2021-06-26 03:08:58,CC_BY_NC_4_0,Cody Porter,Cody Porter,,,2026-06-23 20:48:12.703000+02:00,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
3337679788,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/88650665,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Crocidophora,Crocidophora serratissimalis,,SPECIES,"Crocidophora serratissimalis Zeller, 1872",Crocidophora serratissimalis,,US,,Oklahoma,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.452327,-99.300428,26.0,,,,,,2021-07-24T21:48,24,7,2021,ZK2F,ZK2F,HUMAN_OBSERVATION,iNaturalist,Observations,88650665,,Zach DuFran,2021-07-26 04:08:13,CC_BY_NC_4_0,Zach DuFran,Zach DuFran,,,2026-06-23 20:21:08.379000+02:00,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
4852605531,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/212063085,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Crocidophora,Crocidophora serratissimalis,,SPECIES,"Crocidophora serratissimalis Zeller, 1872",Crocidophora serratissimalis,,US,,North Carolina,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,35.155798,-80.913236,1.0,,,,,,2024-04-29T17:12,29,4,2024,ZK2F,ZK2F,HUMAN_OBSERVATION,iNaturalist,Observations,212063085,,grinnin,2024-04-30 02:32:45,CC_BY_NC_4_0,grinnin,grinnin,,,2026-06-23 20:25:28.799000+02:00,StillImage;StillImage;StillImage;StillImage;StillImage;StillImage;StillImage;StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5215714942,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/292365583,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Crocidophora,Crocidophora serratissimalis,,SPECIES,"Crocidophora serratissimalis Zeller, 1872",Crocidophora serratissimalis,,US,,Maryland,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,38.899833,-76.67808,2.0,,,,,,2025-05-18T05:29,18,5,2025,ZK2F,ZK2F,HUMAN_OBSERVATION,iNaturalist,Observations,292365583,,Sam Droege,2025-06-24 14:53:39,CC0_1_0,Sam Droege,Sam Droege,,,2026-06-23 20:49:21.800000+02:00,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
3872987856,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/124054718,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Crocidophora,Crocidophora serratissimalis,,SPECIES,"Crocidophora serratissimalis Zeller, 1872",Crocidophora serratissimalis,,US,,North Carolina,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.166011,-81.865312,4.0,,,,,,2022-06-29T21:50:28,29,6,2022,ZK2F,ZK2F,HUMAN_OBSERVATION,iNaturalist,Observations,124054718,,Cody Porter,2022-06-30 01:57:57,CC_BY_NC_4_0,Cody Porter,Cody Porter,,,2026-06-23 20:52:23.897000+02:00,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
3994145390,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/93318729,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Crocidophora,Crocidophora serratissimalis,,SPECIES,"Crocidophora serratissimalis Zeller, 1872",Crocidophora serratissimalis,,US,,Maryland,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,39.077515,-76.772241,,,,,,,2021-08-02T21:38,2,8,2021,ZK2F,ZK2F,HUMAN_OBSERVATION,iNaturalist,Observations,93318729,,Timothy Reichard,2021-09-02 01:07:46,CC_BY_NC_4_0,Timothy Reichard,Timothy Reichard,,,2026-06-23 20:55:47.824000+02:00,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
