doi,name,description,keywords,license,temporalCoverage,spatialCoverage,supplement_to,license_name,topic
doi:10.1594/PANGAEA.757635,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.955703,True,True,True,True,False,False,False,Creative Commons Attribution 4.0 International,Fisheries
doi:10.1594/PANGAEA.968787,True,True,True,True,False,False,False,Creative Commons Attribution 4.0 International,Fisheries
doi:10.1594/PANGAEA.655714,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.655724,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.810088,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.931889,True,True,False,True,True,True,False,Creative Commons Attribution 4.0 International,Fisheries
doi:10.1594/PANGAEA.956208,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Fisheries
doi:10.1594/PANGAEA.805716,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.886760,True,False,False,True,True,True,False,Creative Commons Attribution-ShareAlike 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.887709,True,False,False,True,True,True,False,Creative Commons Attribution-ShareAlike 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.824586,True,False,False,True,False,False,False,Creative Commons Attribution 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.649951,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.943465,True,True,True,True,False,True,False,Creative Commons Attribution 4.0 International,Fisheries
doi:10.1594/PANGAEA.859435,True,True,True,True,True,True,True,Creative Commons Attribution 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.649379,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.972010,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Fisheries
doi:10.1594/PANGAEA.818403,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.931884,True,True,False,True,True,True,False,Creative Commons Attribution 4.0 International,Fisheries
doi:10.1594/PANGAEA.886761,True,False,False,True,True,True,False,Creative Commons Attribution-ShareAlike 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.887711,True,False,False,True,True,True,False,Creative Commons Attribution-ShareAlike 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.742638,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.649156,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.884551,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.873737,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.807343,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.650318,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.649375,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.954772,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Fisheries
doi:10.1594/PANGAEA.757390,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.757636,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.890698,True,True,True,True,True,True,True,Creative Commons Attribution 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.867565,True,True,True,True,False,False,True,Creative Commons Attribution 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.834568,True,False,False,True,False,False,False,Creative Commons Attribution 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.834597,True,False,False,True,False,False,False,Creative Commons Attribution 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.884549,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.873933,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.834159,True,True,True,True,True,True,True,Creative Commons Attribution 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.859057,True,True,True,True,True,True,True,Creative Commons Attribution 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.931877,True,True,False,True,True,True,False,Creative Commons Attribution 4.0 International,Fisheries
doi:10.1594/PANGAEA.955697,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Fisheries
doi:10.1594/PANGAEA.886758,True,False,False,True,True,True,False,Creative Commons Attribution-ShareAlike 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.886759,True,False,False,True,True,True,False,Creative Commons Attribution-ShareAlike 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.886762,True,False,False,True,True,True,False,Creative Commons Attribution-ShareAlike 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.886763,True,False,False,True,True,True,False,Creative Commons Attribution-ShareAlike 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.856731,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.838931,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.831099,True,True,True,True,True,True,True,Creative Commons Attribution 3.0 Unported,Fisheries
doi:10.1594/PANGAEA.993866,True,True,False,True,True,True,False,Creative Commons Attribution 4.0 International,Geophysics
doi:10.1594/PANGAEA.271543,True,False,True,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.354425,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.833218,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.786469,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.723774,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.897842,True,False,False,True,True,True,False,Creative Commons Attribution 4.0 International,Geophysics
doi:10.1594/PANGAEA.351540,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.965840,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Geophysics
doi:10.1594/PANGAEA.932317,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Geophysics
doi:10.1594/PANGAEA.725254,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.711001,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.776005,True,False,True,True,False,False,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.836282,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.938408,True,False,False,True,False,True,False,Creative Commons Attribution 4.0 International,Geophysics
doi:10.1594/PANGAEA.714974,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.807724,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.906102,True,False,False,True,False,True,False,Creative Commons Attribution 4.0 International,Geophysics
doi:10.1594/PANGAEA.881919,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.881928,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.897728,True,False,False,True,True,True,False,Creative Commons Attribution 4.0 International,Geophysics
doi:10.1594/PANGAEA.707890,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.714846,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.910620,True,False,True,True,False,True,False,Creative Commons Attribution 4.0 International,Geophysics
doi:10.1594/PANGAEA.982718,True,True,True,True,True,True,False,Creative Commons Attribution-ShareAlike 4.0 International,Geophysics
doi:10.1594/PANGAEA.713251,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.937998,True,False,True,True,False,True,False,Creative Commons Attribution 4.0 International,Geophysics
doi:10.1594/PANGAEA.713028,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.884677,True,False,False,True,False,False,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.762494,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.768349,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.768346,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.762797,True,True,False,True,True,True,True,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.832181,True,True,False,True,True,True,True,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.722485,True,True,False,True,True,True,True,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.937822,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Geophysics
doi:10.1594/PANGAEA.836031,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.786594,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.842213,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.883623,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.327436,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.980257,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Geophysics
doi:10.1594/PANGAEA.836018,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.131554,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.906205,True,True,True,True,False,False,True,Creative Commons Attribution 4.0 International,Geophysics
doi:10.1594/PANGAEA.924497,True,True,True,True,False,False,False,Creative Commons Attribution 4.0 International,Geophysics
doi:10.1594/PANGAEA.707489,True,True,False,True,True,True,True,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.804050,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.788140,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.854129,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.837067,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.862145,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.924492,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Geophysics
doi:10.1594/PANGAEA.924495,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Geophysics
doi:10.1594/PANGAEA.873137,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.873130,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.967380,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Geophysics
doi:10.1594/PANGAEA.892511,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.722839,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.711024,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.955436,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Geophysics
doi:10.1594/PANGAEA.955386,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Geophysics
doi:10.1594/PANGAEA.52327,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.853658,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.706697,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.862584,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.897721,True,False,False,True,True,True,False,Creative Commons Attribution 4.0 International,Geophysics
doi:10.1594/PANGAEA.50602,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.933161,True,False,False,True,True,True,False,Creative Commons Attribution 4.0 International,Geophysics
doi:10.1594/PANGAEA.711256,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.911523,True,False,True,True,True,True,False,Creative Commons Attribution 4.0 International,Geophysics
doi:10.1594/PANGAEA.833219,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.910643,True,False,True,True,False,True,False,Creative Commons Attribution 4.0 International,Geophysics
doi:10.1594/PANGAEA.955392,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Geophysics
doi:10.1594/PANGAEA.227719,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.227737,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.788141,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.834785,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.907899,True,False,True,True,True,True,False,Creative Commons Attribution 4.0 International,Geophysics
doi:10.1594/PANGAEA.908302,True,False,True,True,True,True,False,Creative Commons Attribution 4.0 International,Geophysics
doi:10.1594/PANGAEA.783827,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.943344,True,False,True,True,False,True,False,Creative Commons Attribution 4.0 International,Geophysics
doi:10.1594/PANGAEA.934029,True,False,True,True,True,True,False,Creative Commons Attribution 4.0 International,Geophysics
doi:10.1594/PANGAEA.706927,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.792709,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.949905,True,False,True,True,False,True,False,Creative Commons Attribution 4.0 International,Geophysics
doi:10.1594/PANGAEA.81324,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.846771,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.706722,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.872639,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.905536,True,False,False,True,False,True,False,Creative Commons Attribution 4.0 International,Geophysics
doi:10.1594/PANGAEA.854132,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.806043,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.805694,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.905131,True,False,True,True,True,True,False,Creative Commons Attribution 4.0 International,Geophysics
doi:10.1594/PANGAEA.203905,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.895325,True,False,False,True,True,True,False,Creative Commons Attribution 4.0 International,Geophysics
doi:10.1594/PANGAEA.770382,True,False,False,True,False,False,False,Creative Commons Attribution 3.0 Unported,Geophysics
doi:10.1594/PANGAEA.940113,True,False,True,True,False,True,False,Creative Commons Attribution 4.0 International,Geophysics
doi:10.1594/PANGAEA.907778,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Geophysics
doi:10.1594/PANGAEA.909054,True,True,True,True,False,True,False,Creative Commons Attribution 4.0 International,Human Dimensions
doi:10.1594/PANGAEA.882610,True,True,False,True,True,True,True,Licensing unknown: Please contact principal investigator/authors to gain access and request licensing terms,Human Dimensions
doi:10.1594/PANGAEA.804209,True,True,False,True,False,False,True,Creative Commons Attribution-NonCommercial 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.780065,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.780077,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.886418,True,False,False,True,True,True,False,Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.886267,True,False,False,True,True,True,False,Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.937579,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Human Dimensions
doi:10.1594/PANGAEA.937575,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Human Dimensions
doi:10.1594/PANGAEA.938040,True,True,True,True,False,True,False,Creative Commons Attribution 4.0 International,Human Dimensions
doi:10.1594/PANGAEA.929503,True,False,True,True,True,True,False,Creative Commons Attribution-NonCommercial 4.0 International,Human Dimensions
doi:10.1594/PANGAEA.780044,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.780076,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.909998,True,False,False,True,True,True,False,Creative Commons Attribution 4.0 International,Human Dimensions
doi:10.1594/PANGAEA.969580,True,True,True,True,False,True,False,Creative Commons Attribution 4.0 International,Human Dimensions
doi:10.1594/PANGAEA.931665,True,True,False,True,True,True,False,Creative Commons Attribution 4.0 International,Human Dimensions
doi:10.1594/PANGAEA.969583,True,True,True,True,False,True,False,Creative Commons Attribution 4.0 International,Human Dimensions
doi:10.1594/PANGAEA.876135,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.876134,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.226821,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.226834,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.780042,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.780079,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.879738,True,False,False,True,True,True,False,Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.767359,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.785492,True,True,False,True,False,True,True,Creative Commons Attribution-NonCommercial 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.882178,True,True,False,True,True,True,True,Creative Commons Attribution 4.0 International,Human Dimensions
doi:10.1594/PANGAEA.838333,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.838328,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.226827,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.226815,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.995742,True,True,False,True,True,False,False,Qualiservice License,Human Dimensions
doi:10.1594/PANGAEA.972523,True,True,False,True,True,False,False,Qualiservice License,Human Dimensions
doi:10.1594/PANGAEA.929523,True,False,True,True,True,True,False,Creative Commons Attribution-NonCommercial 4.0 International,Human Dimensions
doi:10.1594/PANGAEA.929561,True,False,True,True,True,True,False,Creative Commons Attribution-NonCommercial 4.0 International,Human Dimensions
doi:10.1594/PANGAEA.913152,True,True,True,True,False,True,False,Creative Commons Attribution 4.0 International,Human Dimensions
doi:10.1594/PANGAEA.811720,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.226899,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.226986,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.944673,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Human Dimensions
doi:10.1594/PANGAEA.810618,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.939245,True,True,False,True,True,False,False,Qualiservice License,Human Dimensions
doi:10.1594/PANGAEA.888101,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.779999,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.780058,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.894985,True,False,False,True,True,True,False,Creative Commons Attribution 4.0 International,Human Dimensions
doi:10.1594/PANGAEA.932887,True,False,True,True,True,True,False,Creative Commons Attribution 4.0 International,Human Dimensions
doi:10.1594/PANGAEA.779748,True,False,False,True,False,False,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.844731,True,False,False,True,False,True,False,Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.995115,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Human Dimensions
doi:10.1594/PANGAEA.941479,True,True,True,True,False,True,False,Creative Commons Attribution 4.0 International,Human Dimensions
doi:10.1594/PANGAEA.959976,True,True,False,True,True,False,False,Qualiservice License,Human Dimensions
doi:10.1594/PANGAEA.780028,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.780078,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.104840,True,False,False,True,False,False,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.921387,True,True,True,True,False,True,False,Creative Commons Attribution-ShareAlike 4.0 International,Human Dimensions
doi:10.1594/PANGAEA.894984,True,False,False,True,True,True,False,Creative Commons Attribution 4.0 International,Human Dimensions
doi:10.1594/PANGAEA.830564,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.894979,True,False,False,True,True,True,False,Creative Commons Attribution 4.0 International,Human Dimensions
doi:10.1594/PANGAEA.876136,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.876143,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.780046,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.780002,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.226979,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.838228,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.226846,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.226820,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.89007,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.226853,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.930178,True,True,False,True,True,False,False,Qualiservice License,Human Dimensions
doi:10.1594/PANGAEA.967207,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Human Dimensions
doi:10.1594/PANGAEA.854845,True,True,False,True,False,True,True,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.778418,True,True,False,True,True,True,True,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.818516,True,True,False,True,False,False,True,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.875760,True,True,False,True,False,False,True,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.226860,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.226981,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.843280,True,True,False,True,False,True,True,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.895072,True,False,False,True,False,False,False,Creative Commons Attribution 4.0 International,Human Dimensions
doi:10.1594/PANGAEA.975324,True,True,False,True,True,False,False,Qualiservice License,Human Dimensions
doi:10.1594/PANGAEA.789968,True,True,False,True,False,True,True,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.778621,True,True,False,True,False,False,True,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.779987,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.779989,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.898115,True,True,True,True,False,False,True,Creative Commons Attribution 4.0 International,Human Dimensions
doi:10.1594/PANGAEA.931667,True,True,False,True,False,False,False,Creative Commons Attribution 4.0 International,Human Dimensions
doi:10.1594/PANGAEA.928949,True,True,True,True,False,True,False,Creative Commons Attribution 4.0 International,Human Dimensions
doi:10.1594/PANGAEA.941550,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Human Dimensions
doi:10.1594/PANGAEA.937576,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Human Dimensions
doi:10.1594/PANGAEA.808154,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.838008,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.811539,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.858478,True,True,False,True,False,False,True,Creative Commons Attribution 3.0 Unported,Human Dimensions
doi:10.1594/PANGAEA.845879,True,True,False,True,False,True,True,Creative Commons Attribution 3.0 Unported,Human Dimensions
