doi,name,description,keywords,license,temporalCoverage,spatialCoverage,supplement_to,license_name,topic
doi:10.1594/PANGAEA.954754,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Biosphere
doi:10.1594/PANGAEA.841042,True,True,True,True,True,True,True,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.846939,True,True,True,True,False,False,True,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.773790,True,False,True,True,False,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.984770,True,False,True,True,False,True,False,Creative Commons Attribution 4.0 International,Biosphere
doi:10.1594/PANGAEA.190981,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.190914,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.809498,True,True,False,True,True,True,True,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.845385,True,True,False,True,True,True,True,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.269128,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.758631,True,True,True,True,False,False,True,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.832170,True,True,False,True,True,True,True,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.992610,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Biosphere
doi:10.1594/PANGAEA.548307,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.548280,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.890635,True,True,True,True,True,True,True,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.897882,True,True,True,True,True,True,True,Creative Commons Attribution 4.0 International,Biosphere
doi:10.1594/PANGAEA.895131,True,False,False,True,False,False,False,Creative Commons Attribution 4.0 International,Biosphere
doi:10.1594/PANGAEA.807145,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.190889,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.877456,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.831695,True,True,True,True,False,False,True,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.833665,True,True,False,True,True,True,True,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.77912,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.77886,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.889125,True,True,False,True,False,False,False,Creative Commons Attribution-NonCommercial 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.993567,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Biosphere
doi:10.1594/PANGAEA.833067,True,True,True,True,True,True,True,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.956816,True,True,True,True,False,True,False,Creative Commons Attribution 4.0 International,Biosphere
doi:10.1594/PANGAEA.952337,True,False,True,True,True,True,False,Creative Commons Attribution 4.0 International,Biosphere
doi:10.1594/PANGAEA.772977,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.190875,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.190871,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.925354,True,True,True,True,True,True,False,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,Biosphere
doi:10.1594/PANGAEA.963886,True,True,False,True,True,True,False,Creative Commons Attribution 4.0 International,Biosphere
doi:10.1594/PANGAEA.472166,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.472171,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.841562,True,False,False,True,False,False,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.809241,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.665194,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.844540,True,False,False,False,True,True,False,,Chemistry
doi:10.1594/PANGAEA.477287,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.477274,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.552443,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.615757,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.665001,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.664192,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.128126,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.772002,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.663290,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.663557,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.679768,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.978981,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Chemistry
doi:10.1594/PANGAEA.127453,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.262419,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.771994,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.844789,True,False,False,False,True,True,False,,Chemistry
doi:10.1594/PANGAEA.694283,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.694348,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.127417,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.220786,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.112973,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.113611,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.113682,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.664611,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.135904,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.113182,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.664218,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.663687,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.809278,True,False,False,False,True,True,False,,Chemistry
doi:10.1594/PANGAEA.779223,True,False,False,False,True,True,False,,Chemistry
doi:10.1594/PANGAEA.127597,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.127541,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.484594,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.484530,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.262771,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.477081,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.476331,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.484350,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.477259,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.54732,True,True,False,True,True,True,True,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.127894,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.477868,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.400442,True,False,True,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.725962,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.803768,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.803769,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.262216,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.262223,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.832164,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.859885,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.271501,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.802785,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.603256,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.183525,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.664895,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.477214,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.127804,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.127821,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.829474,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.777532,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.122316,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.122225,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.262539,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.262025,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.477874,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.113148,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.388709,True,False,True,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.122135,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.477242,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.135955,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.113169,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.113040,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.691112,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.257565,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.271329,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.271240,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.262397,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.262704,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.112993,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.666045,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.51887,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.388857,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.143631,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.262316,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.316073,True,False,True,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.803785,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.113645,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.207981,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.262640,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.262644,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.127983,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.128021,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.771513,True,False,True,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.835604,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.396536,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.549021,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.477395,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.857040,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Chemistry
doi:10.1594/PANGAEA.737479,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.734638,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.772529,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.686059,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.930958,True,False,True,True,True,True,False,Creative Commons Attribution 4.0 International,Cryosphere
doi:10.1594/PANGAEA.906015,True,False,True,True,False,True,False,Creative Commons Attribution 4.0 International,Cryosphere
doi:10.1594/PANGAEA.984220,True,True,True,True,False,True,False,Creative Commons Attribution-ShareAlike 4.0 International,Cryosphere
doi:10.1594/PANGAEA.942273,True,True,True,True,True,True,False,Creative Commons Attribution-ShareAlike 4.0 International,Cryosphere
doi:10.1594/PANGAEA.734767,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.734637,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.706070,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.848345,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.824869,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.779310,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.941847,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Cryosphere
doi:10.1594/PANGAEA.873034,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.984831,True,True,True,True,False,True,False,Creative Commons Attribution 4.0 International,Cryosphere
doi:10.1594/PANGAEA.969031,True,True,True,True,False,True,False,Creative Commons Attribution 4.0 International,Cryosphere
doi:10.1594/PANGAEA.548701,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.780183,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.526930,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.963352,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Cryosphere
doi:10.1594/PANGAEA.58796,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.810271,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.54564,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.686057,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.683655,True,True,False,True,True,True,True,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.133094,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.58499,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.696109,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.886038,True,False,False,True,True,True,False,Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.933434,True,False,True,True,True,True,False,Creative Commons Attribution 4.0 International,Cryosphere
doi:10.1594/PANGAEA.984830,True,True,True,True,False,True,False,Creative Commons Attribution 4.0 International,Cryosphere
doi:10.1594/PANGAEA.864226,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.933910,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Cryosphere
doi:10.1594/PANGAEA.945538,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Cryosphere
doi:10.1594/PANGAEA.899150,True,False,True,True,False,True,False,Creative Commons Attribution 4.0 International,Cryosphere
doi:10.1594/PANGAEA.746718,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.971337,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Cryosphere
doi:10.1594/PANGAEA.902576,True,True,True,True,False,False,False,Creative Commons Attribution 4.0 International,Cryosphere
doi:10.1594/PANGAEA.611391,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.984743,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Cryosphere
doi:10.1594/PANGAEA.548629,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.548646,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.883996,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.933429,True,False,True,True,True,True,False,Creative Commons Attribution 4.0 International,Cryosphere
doi:10.1594/PANGAEA.548935,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.104883,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.104864,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.548635,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.737512,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.932782,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Cryosphere
doi:10.1594/PANGAEA.734558,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.737517,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.906013,True,False,True,True,False,True,False,Creative Commons Attribution 4.0 International,Cryosphere
doi:10.1594/PANGAEA.909627,True,False,True,True,False,True,False,Creative Commons Attribution 4.0 International,Cryosphere
doi:10.1594/PANGAEA.806226,True,False,True,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.924949,True,False,True,True,True,True,False,Creative Commons Attribution 4.0 International,Cryosphere
doi:10.1594/PANGAEA.133075,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.969073,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Cryosphere
doi:10.1594/PANGAEA.745965,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.945291,True,True,True,True,False,False,False,Creative Commons Attribution 4.0 International,Cryosphere
doi:10.1594/PANGAEA.772854,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.55510,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.706073,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.881430,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.58440,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.842371,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.992738,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Cryosphere
doi:10.1594/PANGAEA.943818,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Cryosphere
doi:10.1594/PANGAEA.963366,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Cryosphere
doi:10.1594/PANGAEA.864227,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.934345,True,False,False,True,True,True,False,Creative Commons Attribution 4.0 International,Cryosphere
doi:10.1594/PANGAEA.966745,True,True,False,True,False,True,False,Creative Commons Attribution 4.0 International,Cryosphere
doi:10.1594/PANGAEA.548626,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.548654,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.737480,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.924960,True,False,True,True,True,True,False,Creative Commons Attribution 4.0 International,Cryosphere
doi:10.1594/PANGAEA.865352,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.56613,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.743296,True,False,False,False,True,True,False,,Cryosphere
doi:10.1594/PANGAEA.708085,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.942275,True,True,True,True,True,True,False,Creative Commons Attribution-ShareAlike 4.0 International,Cryosphere
doi:10.1594/PANGAEA.945560,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Cryosphere
doi:10.1594/PANGAEA.956058,True,False,True,True,False,True,False,Creative Commons Attribution 4.0 International,Cryosphere
doi:10.1594/PANGAEA.966747,True,True,False,True,False,True,False,Creative Commons Attribution 4.0 International,Cryosphere
doi:10.1594/PANGAEA.886036,True,False,False,True,False,True,False,Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.552379,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.264635,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.807201,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.945669,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Cryosphere
doi:10.1594/PANGAEA.552343,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.708117,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.56087,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.55088,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.55536,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.57296,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.984842,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Cryosphere
doi:10.1594/PANGAEA.921928,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Cryosphere
doi:10.1594/PANGAEA.88917,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Cryosphere
doi:10.1594/PANGAEA.748861,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Ecology
doi:10.1594/PANGAEA.750611,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Ecology
doi:10.1594/PANGAEA.988303,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Ecology
doi:10.1594/PANGAEA.610082,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Ecology
doi:10.1594/PANGAEA.877354,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Ecology
doi:10.1594/PANGAEA.615786,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Ecology
