Area,Year obs,Date/time start,Date/time end,Content,GeoTIFF,Shapefile,File type,Site info,Event,Latitude,Longitude,Date/Time
"Aalen, Germany",2003,2003-08-01,2003-10-31,Vegetation index,c7126_Aalen_NDVI_20030801-20031031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2004,2004-05-01,2004-07-31,Vegetation index,c7126_Aalen_NDVI_20040501-20040731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2004,2004-08-01,2004-10-31,Vegetation index,c7126_Aalen_NDVI_20040801-20041031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2005,2005-05-01,2005-07-31,Vegetation index,c7126_Aalen_NDVI_20050501-20050731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2006,2006-05-01,2006-07-31,Vegetation index,c7126_Aalen_NDVI_20060501-20060731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2006,2006-08-01,2006-10-31,Vegetation index,c7126_Aalen_NDVI_20060801-20061031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2007,2007-05-01,2007-07-31,Vegetation index,c7126_Aalen_NDVI_20070501-20070731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2007,2007-08-01,2007-10-31,Vegetation index,c7126_Aalen_NDVI_20070801-20071031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2008,2008-05-01,2008-07-31,Vegetation index,c7126_Aalen_NDVI_20080501-20080731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2009,2009-05-01,2009-07-31,Vegetation index,c7126_Aalen_NDVI_20090501-20090731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2010,2010-05-01,2010-07-31,Vegetation index,c7126_Aalen_NDVI_20100501-20100731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2010,2010-08-01,2010-10-31,Vegetation index,c7126_Aalen_NDVI_20100801-20101031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2011,2011-05-01,2011-07-31,Vegetation index,c7126_Aalen_NDVI_20110501-20110731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2011,2011-08-01,2011-10-31,Vegetation index,c7126_Aalen_NDVI_20110801-20111031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2014,2014-05-01,2014-07-31,Vegetation index,c7126_Aalen_NDVI_20140501-20140731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2015,2015-05-01,2015-07-31,Vegetation index,c7126_Aalen_NDVI_20150501-20150731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2015,2015-08-01,2015-10-31,Vegetation index,c7126_Aalen_NDVI_20150801-20151031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2016,2016-08-01,2016-10-31,Vegetation index,c7126_Aalen_NDVI_20160801-20161031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2017,2017-08-01,2017-10-31,Vegetation index,c7126_Aalen_NDVI_20170801-20171031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2018,2018-05-01,2018-07-31,Vegetation index,c7126_Aalen_NDVI_20180501-20180731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2018,2018-08-01,2018-10-31,Vegetation index,c7126_Aalen_NDVI_20180801-20181031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2019,2019-08-01,2019-10-31,Vegetation index,c7126_Aalen_NDVI_20190801-20191031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2020,2020-08-01,2020-10-31,Vegetation index,c7126_Aalen_NDVI_20200801-20201031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2021,2021-05-01,2021-07-31,Vegetation index,c7126_Aalen_NDVI_20210501-20210731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2021,2021-08-01,2021-10-31,Vegetation index,c7126_Aalen_NDVI_20210801-20211031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2022,2022-05-01,2022-07-31,Vegetation index,c7126_Aalen_NDVI_20220501-20220731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2023,2023-05-01,2023-07-31,Vegetation index,c7126_Aalen_NDVI_20230501-20230731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2023,2023-08-01,2023-10-31,Vegetation index,c7126_Aalen_NDVI_20230801-20231031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1984,1984-08-01,1984-10-31,Metabolism index,c7126_Aalen_NirV_19840801-19841031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1985,1985-05-01,1985-07-31,Metabolism index,c7126_Aalen_NirV_19850501-19850731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1985,1985-08-01,1985-10-31,Metabolism index,c7126_Aalen_NirV_19850801-19851031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1986,1986-05-01,1986-07-31,Metabolism index,c7126_Aalen_NirV_19860501-19860731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1986,1986-08-01,1986-10-31,Metabolism index,c7126_Aalen_NirV_19860801-19861031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1988,1988-05-01,1988-07-31,Metabolism index,c7126_Aalen_NirV_19880501-19880731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1988,1988-08-01,1988-10-31,Metabolism index,c7126_Aalen_NirV_19880801-19881031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1989,1989-05-01,1989-07-31,Metabolism index,c7126_Aalen_NirV_19890501-19890731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1989,1989-08-01,1989-10-31,Metabolism index,c7126_Aalen_NirV_19890801-19891031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1990,1990-05-01,1990-07-31,Metabolism index,c7126_Aalen_NirV_19900501-19900731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1990,1990-08-01,1990-10-31,Metabolism index,c7126_Aalen_NirV_19900801-19901031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1991,1991-05-01,1991-07-31,Metabolism index,c7126_Aalen_NirV_19910501-19910731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1991,1991-08-01,1991-10-31,Metabolism index,c7126_Aalen_NirV_19910801-19911031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1994,1994-05-01,1994-07-31,Metabolism index,c7126_Aalen_NirV_19940501-19940731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1994,1994-08-01,1994-10-31,Metabolism index,c7126_Aalen_NirV_19940801-19941031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1995,1995-05-01,1995-07-31,Metabolism index,c7126_Aalen_NirV_19950501-19950731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1997,1997-08-01,1997-10-31,Metabolism index,c7126_Aalen_NirV_19970801-19971031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1998,1998-05-01,1998-07-31,Metabolism index,c7126_Aalen_NirV_19980501-19980731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1998,1998-08-01,1998-10-31,Metabolism index,c7126_Aalen_NirV_19980801-19981031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1999,1999-08-01,1999-10-31,Metabolism index,c7126_Aalen_NirV_19990801-19991031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2000,2000-05-01,2000-07-31,Metabolism index,c7126_Aalen_NirV_20000501-20000731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2000,2000-08-01,2000-10-31,Metabolism index,c7126_Aalen_NirV_20000801-20001031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2001,2001-05-01,2001-07-31,Metabolism index,c7126_Aalen_NirV_20010501-20010731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2001,2001-08-01,2001-10-31,Metabolism index,c7126_Aalen_NirV_20010801-20011031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2003,2003-08-01,2003-10-31,Metabolism index,c7126_Aalen_NirV_20030801-20031031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2004,2004-05-01,2004-07-31,Metabolism index,c7126_Aalen_NirV_20040501-20040731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2004,2004-08-01,2004-10-31,Metabolism index,c7126_Aalen_NirV_20040801-20041031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2005,2005-05-01,2005-07-31,Metabolism index,c7126_Aalen_NirV_20050501-20050731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2006,2006-05-01,2006-07-31,Metabolism index,c7126_Aalen_NirV_20060501-20060731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2006,2006-08-01,2006-10-31,Metabolism index,c7126_Aalen_NirV_20060801-20061031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2007,2007-05-01,2007-07-31,Metabolism index,c7126_Aalen_NirV_20070501-20070731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2007,2007-08-01,2007-10-31,Metabolism index,c7126_Aalen_NirV_20070801-20071031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2008,2008-05-01,2008-07-31,Metabolism index,c7126_Aalen_NirV_20080501-20080731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2009,2009-05-01,2009-07-31,Metabolism index,c7126_Aalen_NirV_20090501-20090731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2010,2010-05-01,2010-07-31,Metabolism index,c7126_Aalen_NirV_20100501-20100731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2010,2010-08-01,2010-10-31,Metabolism index,c7126_Aalen_NirV_20100801-20101031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2011,2011-05-01,2011-07-31,Metabolism index,c7126_Aalen_NirV_20110501-20110731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2011,2011-08-01,2011-10-31,Metabolism index,c7126_Aalen_NirV_20110801-20111031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2014,2014-05-01,2014-07-31,Metabolism index,c7126_Aalen_NirV_20140501-20140731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2015,2015-05-01,2015-07-31,Metabolism index,c7126_Aalen_NirV_20150501-20150731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2015,2015-08-01,2015-10-31,Metabolism index,c7126_Aalen_NirV_20150801-20151031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2016,2016-08-01,2016-10-31,Metabolism index,c7126_Aalen_NirV_20160801-20161031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2017,2017-08-01,2017-10-31,Metabolism index,c7126_Aalen_NirV_20170801-20171031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2018,2018-05-01,2018-07-31,Metabolism index,c7126_Aalen_NirV_20180501-20180731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2018,2018-08-01,2018-10-31,Metabolism index,c7126_Aalen_NirV_20180801-20181031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2019,2019-08-01,2019-10-31,Metabolism index,c7126_Aalen_NirV_20190801-20191031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2020,2020-08-01,2020-10-31,Metabolism index,c7126_Aalen_NirV_20200801-20201031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2021,2021-05-01,2021-07-31,Metabolism index,c7126_Aalen_NirV_20210501-20210731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2021,2021-08-01,2021-10-31,Metabolism index,c7126_Aalen_NirV_20210801-20211031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2022,2022-05-01,2022-07-31,Metabolism index,c7126_Aalen_NirV_20220501-20220731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2023,2023-05-01,2023-07-31,Metabolism index,c7126_Aalen_NirV_20230501-20230731.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2023,2023-08-01,2023-10-31,Metabolism index,c7126_Aalen_NirV_20230801-20231031.tif,,tif,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1984,,,Shape file - Attribute format,,c7126_Aalen_zones_s30l_1984.dbf,dbf,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1984,,,Shape file - projection description,,c7126_Aalen_zones_s30l_1984.prj,prj,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1984,,,Shape file - shape format (geometry),,c7126_Aalen_zones_s30l_1984.shp,shp,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1984,,,Shape file - Shape index format,,c7126_Aalen_zones_s30l_1984.shx,shx,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1985,,,Shape file - Attribute format,,c7126_Aalen_zones_s30l_1985.dbf,dbf,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1985,,,Shape file - projection description,,c7126_Aalen_zones_s30l_1985.prj,prj,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1985,,,Shape file - shape format (geometry),,c7126_Aalen_zones_s30l_1985.shp,shp,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1985,,,Shape file - Shape index format,,c7126_Aalen_zones_s30l_1985.shx,shx,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1986,,,Shape file - Attribute format,,c7126_Aalen_zones_s30l_1986.dbf,dbf,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1986,,,Shape file - projection description,,c7126_Aalen_zones_s30l_1986.prj,prj,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1986,,,Shape file - shape format (geometry),,c7126_Aalen_zones_s30l_1986.shp,shp,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1986,,,Shape file - Shape index format,,c7126_Aalen_zones_s30l_1986.shx,shx,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1988,,,Shape file - Attribute format,,c7126_Aalen_zones_s30l_1988.dbf,dbf,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1988,,,Shape file - projection description,,c7126_Aalen_zones_s30l_1988.prj,prj,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1988,,,Shape file - shape format (geometry),,c7126_Aalen_zones_s30l_1988.shp,shp,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1988,,,Shape file - Shape index format,,c7126_Aalen_zones_s30l_1988.shx,shx,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1989,,,Shape file - Attribute format,,c7126_Aalen_zones_s30l_1989.dbf,dbf,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1989,,,Shape file - projection description,,c7126_Aalen_zones_s30l_1989.prj,prj,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1989,,,Shape file - shape format (geometry),,c7126_Aalen_zones_s30l_1989.shp,shp,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1989,,,Shape file - Shape index format,,c7126_Aalen_zones_s30l_1989.shx,shx,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1990,,,Shape file - Attribute format,,c7126_Aalen_zones_s30l_1990.dbf,dbf,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1990,,,Shape file - projection description,,c7126_Aalen_zones_s30l_1990.prj,prj,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1990,,,Shape file - shape format (geometry),,c7126_Aalen_zones_s30l_1990.shp,shp,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1990,,,Shape file - Shape index format,,c7126_Aalen_zones_s30l_1990.shx,shx,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1991,,,Shape file - Attribute format,,c7126_Aalen_zones_s30l_1991.dbf,dbf,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1991,,,Shape file - projection description,,c7126_Aalen_zones_s30l_1991.prj,prj,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1991,,,Shape file - shape format (geometry),,c7126_Aalen_zones_s30l_1991.shp,shp,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1991,,,Shape file - Shape index format,,c7126_Aalen_zones_s30l_1991.shx,shx,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1994,,,Shape file - Attribute format,,c7126_Aalen_zones_s30l_1994.dbf,dbf,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1994,,,Shape file - projection description,,c7126_Aalen_zones_s30l_1994.prj,prj,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1994,,,Shape file - shape format (geometry),,c7126_Aalen_zones_s30l_1994.shp,shp,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1994,,,Shape file - Shape index format,,c7126_Aalen_zones_s30l_1994.shx,shx,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1995,,,Shape file - Attribute format,,c7126_Aalen_zones_s30l_1995.dbf,dbf,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1995,,,Shape file - projection description,,c7126_Aalen_zones_s30l_1995.prj,prj,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1995,,,Shape file - shape format (geometry),,c7126_Aalen_zones_s30l_1995.shp,shp,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1995,,,Shape file - Shape index format,,c7126_Aalen_zones_s30l_1995.shx,shx,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1997,,,Shape file - Attribute format,,c7126_Aalen_zones_s30l_1997.dbf,dbf,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1997,,,Shape file - projection description,,c7126_Aalen_zones_s30l_1997.prj,prj,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1997,,,Shape file - shape format (geometry),,c7126_Aalen_zones_s30l_1997.shp,shp,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1997,,,Shape file - Shape index format,,c7126_Aalen_zones_s30l_1997.shx,shx,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1998,,,Shape file - Attribute format,,c7126_Aalen_zones_s30l_1998.dbf,dbf,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1998,,,Shape file - projection description,,c7126_Aalen_zones_s30l_1998.prj,prj,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1998,,,Shape file - shape format (geometry),,c7126_Aalen_zones_s30l_1998.shp,shp,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1998,,,Shape file - Shape index format,,c7126_Aalen_zones_s30l_1998.shx,shx,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1999,,,Shape file - Attribute format,,c7126_Aalen_zones_s30l_1999.dbf,dbf,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1999,,,Shape file - projection description,,c7126_Aalen_zones_s30l_1999.prj,prj,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1999,,,Shape file - shape format (geometry),,c7126_Aalen_zones_s30l_1999.shp,shp,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",1999,,,Shape file - Shape index format,,c7126_Aalen_zones_s30l_1999.shx,shx,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2000,,,Shape file - Attribute format,,c7126_Aalen_zones_s30l_2000.dbf,dbf,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2000,,,Shape file - projection description,,c7126_Aalen_zones_s30l_2000.prj,prj,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2000,,,Shape file - shape format (geometry),,c7126_Aalen_zones_s30l_2000.shp,shp,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2000,,,Shape file - Shape index format,,c7126_Aalen_zones_s30l_2000.shx,shx,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2001,,,Shape file - Attribute format,,c7126_Aalen_zones_s30l_2001.dbf,dbf,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2001,,,Shape file - projection description,,c7126_Aalen_zones_s30l_2001.prj,prj,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2001,,,Shape file - shape format (geometry),,c7126_Aalen_zones_s30l_2001.shp,shp,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2001,,,Shape file - Shape index format,,c7126_Aalen_zones_s30l_2001.shx,shx,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
"Aalen, Germany",2003,,,Shape file - Attribute format,,c7126_Aalen_zones_s30l_2003.dbf,dbf,c7126,ESIS_Aalen,48.79899472,9.998824433,1985-05-01
