Event,Latitude,Longitude,Depth ice/snow,Depth ice/snow top,Depth ice/snow bot,Date/Time,Density snow
DML21/22_IS2#81,-72.8576217,-14.0087978,4.05,4.0,4.1,2022-01-02 11:07:00,492
DML21/22_IS2#81,-72.8576217,-14.0087978,4.31,4.1,4.52,2022-01-02 11:07:00,513
DML21/22_IS2#81,-72.8576217,-14.0087978,4.57,4.52,4.62,2022-01-02 11:07:00,471
DML21/22_IS2#81,-72.8576217,-14.0087978,4.85,4.62,5.08,2022-01-02 11:07:00,502
DML21/22_IS2#81,-72.8576217,-14.0087978,5.135,5.08,5.19,2022-01-02 11:07:00,502
DML21/22_IS2#81,-72.8576217,-14.0087978,5.345,5.19,5.5,2022-01-02 11:07:00,523
DML21/22_IS2#83,-72.8567119,-14.2685088,0.06,0.0,0.12,2022-01-02 13:07:00,345
DML21/22_IS2#83,-72.8567119,-14.2685088,0.16,0.12,0.2,2022-01-02 13:07:00,283
DML21/22_IS2#83,-72.8567119,-14.2685088,0.25,0.2,0.3,2022-01-02 13:07:00,356
DML21/22_IS2#83,-72.8567119,-14.2685088,0.345,0.3,0.39,2022-01-02 13:07:00,335
DML21/22_IS2#83,-72.8567119,-14.2685088,0.435,0.39,0.48,2022-01-02 13:07:00,335
DML21/22_IS2#83,-72.8567119,-14.2685088,0.585,0.48,0.69,2022-01-02 13:07:00,366
DML21/22_IS2#83,-72.8567119,-14.2685088,0.72,0.69,0.75,2022-01-02 13:07:00,398
DML21/22_IS2#83,-72.8567119,-14.2685088,0.785,0.75,0.82,2022-01-02 13:07:00,251
DML21/22_IS2#83,-72.8567119,-14.2685088,0.87,0.82,0.92,2022-01-02 13:07:00,387
DML21/22_IS2#83,-72.8567119,-14.2685088,0.97,0.92,1.02,2022-01-02 13:07:00,398
DML21/22_IS2#83,-72.8567119,-14.2685088,1.06,1.02,1.1,2022-01-02 13:07:00,484
DML21/22_IS2#83,-72.8567119,-14.2685088,1.37,1.1,1.64,2022-01-02 13:07:00,492
DML21/22_IS2#83,-72.8567119,-14.2685088,1.69,1.64,1.74,2022-01-02 13:07:00,450
DML21/22_IS2#83,-72.8567119,-14.2685088,1.99,1.74,2.24,2022-01-02 13:07:00,513
DML21/22_IS2#83,-72.8567119,-14.2685088,2.29,2.24,2.34,2022-01-02 13:07:00,366
DML21/22_IS2#83,-72.8567119,-14.2685088,2.5325,2.34,2.725,2022-01-02 13:07:00,443
DML21/22_IS2#83,-72.8567119,-14.2685088,2.7775,2.725,2.83,2022-01-02 13:07:00,578
DML21/22_IS2#83,-72.8567119,-14.2685088,2.99,2.83,3.15,2022-01-02 13:07:00,356
DML21/22_IS2#83,-72.8567119,-14.2685088,3.1975,3.15,3.245,2022-01-02 13:07:00,441
DML21/22_IS2#83,-72.8567119,-14.2685088,3.4375,3.245,3.63,2022-01-02 13:07:00,513
DML21/22_IS2#83,-72.8567119,-14.2685088,3.68,3.63,3.73,2022-01-02 13:07:00,460
DML21/22_IS2#83,-72.8567119,-14.2685088,3.9425,3.73,4.155,2022-01-02 13:07:00,474
DML21/22_IS2#83,-72.8567119,-14.2685088,4.205,4.155,4.255,2022-01-02 13:07:00,439
DML21/22_IS2#83,-72.8567119,-14.2685088,4.435,4.255,4.615,2022-01-02 13:07:00,471
DML21/22_IS2#83,-72.8567119,-14.2685088,4.665,4.615,4.715,2022-01-02 13:07:00,523
DML21/22_IS2#83,-72.8567119,-14.2685088,4.915,4.715,5.115,2022-01-02 13:07:00,565
DML21/22_IS2#82,-72.857307,-14.5274876,0.04,0.0,0.08,2022-01-02 15:05:00,340
DML21/22_IS2#82,-72.857307,-14.5274876,0.165,0.08,0.25,2022-01-02 15:05:00,460
DML21/22_IS2#82,-72.857307,-14.5274876,0.32,0.25,0.39,2022-01-02 15:05:00,390
DML21/22_IS2#82,-72.857307,-14.5274876,0.45,0.39,0.51,2022-01-02 15:05:00,596
DML21/22_IS2#82,-72.857307,-14.5274876,0.56,0.51,0.61,2022-01-02 15:05:00,419
DML21/22_IS2#82,-72.857307,-14.5274876,0.68,0.61,0.75,2022-01-02 15:05:00,335
DML21/22_IS2#82,-72.857307,-14.5274876,0.8,0.75,0.85,2022-01-02 15:05:00,377
DML21/22_IS2#82,-72.857307,-14.5274876,0.89,0.85,0.93,2022-01-02 15:05:00,379
DML21/22_IS2#82,-72.857307,-14.5274876,0.99,0.93,1.05,2022-01-02 15:05:00,439
DML21/22_IS2#82,-72.857307,-14.5274876,1.37,1.05,1.69,2022-01-02 15:05:00,398
DML21/22_IS2#82,-72.857307,-14.5274876,1.745,1.69,1.8,2022-01-02 15:05:00,419
DML21/22_IS2#82,-72.857307,-14.5274876,1.98,1.8,2.16,2022-01-02 15:05:00,523
DML21/22_IS2#82,-72.857307,-14.5274876,2.22,2.16,2.28,2022-01-02 15:05:00,450
DML21/22_IS2#82,-72.857307,-14.5274876,2.55,2.28,2.82,2022-01-02 15:05:00,450
DML21/22_IS2#82,-72.857307,-14.5274876,2.87,2.82,2.92,2022-01-02 15:05:00,448
DML21/22_IS2#82,-72.857307,-14.5274876,3.105,2.92,3.29,2022-01-02 15:05:00,586
DML21/22_IS2#82,-72.857307,-14.5274876,3.34,3.29,3.39,2022-01-02 15:05:00,513
DML21/22_IS2#82,-72.857307,-14.5274876,3.565,3.39,3.74,2022-01-02 15:05:00,471
DML21/22_IS2#82,-72.857307,-14.5274876,3.78,3.74,3.82,2022-01-02 15:05:00,401
DML21/22_IS2#82,-72.857307,-14.5274876,4.045,3.82,4.27,2022-01-02 15:05:00,502
DML21/22_IS2#82,-72.857307,-14.5274876,4.29,4.27,4.31,2022-01-02 15:05:00,401
DML21/22_IS2#82,-72.857307,-14.5274876,4.365,4.31,4.42,2022-01-02 15:05:00,471
DML21/22_IS2#82,-72.857307,-14.5274876,4.595,4.42,4.77,2022-01-02 15:05:00,345
DML21/22_IS2#82,-72.857307,-14.5274876,4.815,4.77,4.86,2022-01-02 15:05:00,465
DML21/22_IS2#82,-72.857307,-14.5274876,5.02,4.86,5.18,2022-01-02 15:05:00,513
DML21/22_S3_119,-73.3751026,-12.7898239,0.05,0.0,0.09,2022-01-04 17:15:00,372
DML21/22_S3_119,-73.3751026,-12.7898239,0.2,0.09,0.3,2022-01-04 17:15:00,430
DML21/22_S3_119,-73.3751026,-12.7898239,0.39,0.3,0.47,2022-01-04 17:15:00,408
DML21/22_S3_119,-73.3751026,-12.7898239,0.52,0.47,0.57,2022-01-04 17:15:00,387
DML21/22_S3_119,-73.3751026,-12.7898239,0.63,0.57,0.69,2022-01-04 17:15:00,408
DML21/22_S3_119,-73.3751026,-12.7898239,0.75,0.69,0.81,2022-01-04 17:15:00,398
DML21/22_S3_119,-73.3751026,-12.7898239,0.85,0.81,0.89,2022-01-04 17:15:00,340
DML21/22_S3_119,-73.3751026,-12.7898239,0.94,0.89,0.99,2022-01-04 17:15:00,387
DML21/22_S3_119,-73.3751026,-12.7898239,1.28,0.99,1.57,2022-01-04 17:15:00,439
DML21/22_S3_119,-73.3751026,-12.7898239,1.62,1.57,1.67,2022-01-04 17:15:00,439
DML21/22_S3_119,-73.3751026,-12.7898239,1.88,1.67,2.085,2022-01-04 17:15:00,419
DML21/22_S3_119,-73.3751026,-12.7898239,2.14,2.085,2.195,2022-01-04 17:15:00,492
DML21/22_S3_119,-73.3751026,-12.7898239,2.42,2.195,2.645,2022-01-04 17:15:00,453
DML21/22_S3_119,-73.3751026,-12.7898239,2.7,2.645,2.745,2022-01-04 17:15:00,460
DML21/22_S3_119,-73.3751026,-12.7898239,2.93,2.745,3.115,2022-01-04 17:15:00,533
DML21/22_S3_119,-73.3751026,-12.7898239,3.17,3.115,3.215,2022-01-04 17:15:00,502
DML21/22_S3_119,-73.3751026,-12.7898239,3.46,3.215,3.695,2022-01-04 17:15:00,481
DML21/22_S3_119,-73.3751026,-12.7898239,3.75,3.695,3.795,2022-01-04 17:15:00,513
DML21/22_S3_119,-73.3751026,-12.7898239,4.03,3.795,4.255,2022-01-04 17:15:00,439
DML21/22_IS2#7,-73.4254031,-12.4604782,0.06,0.0,0.12,2022-01-05 11:00:00,464
DML21/22_IS2#7,-73.4254031,-12.4604782,0.155,0.12,0.19,2022-01-05 11:00:00,306
DML21/22_IS2#7,-73.4254031,-12.4604782,0.245,0.19,0.3,2022-01-05 11:00:00,362
DML21/22_IS2#7,-73.4254031,-12.4604782,0.39,0.3,0.48,2022-01-05 11:00:00,362
DML21/22_IS2#7,-73.4254031,-12.4604782,0.505,0.48,0.53,2022-01-05 11:00:00,362
DML21/22_IS2#7,-73.4254031,-12.4604782,0.5775,0.53,0.625,2022-01-05 11:00:00,369
DML21/22_IS2#7,-73.4254031,-12.4604782,0.6825,0.625,0.74,2022-01-05 11:00:00,453
DML21/22_IS2#7,-73.4254031,-12.4604782,0.79,0.74,0.84,2022-01-05 11:00:00,478
DML21/22_IS2#7,-73.4254031,-12.4604782,0.8875,0.84,0.935,2022-01-05 11:00:00,381
DML21/22_IS2#7,-73.4254031,-12.4604782,0.985,0.935,1.035,2022-01-05 11:00:00,516
DML21/22_IS2#7,-73.4254031,-12.4604782,1.085,1.035,1.135,2022-01-05 11:00:00,429
DML21/22_IS2#7,-73.4254031,-12.4604782,1.4275,1.135,1.72,2022-01-05 11:00:00,450
DML21/22_IS2#7,-73.4254031,-12.4604782,1.77,1.72,1.82,2022-01-05 11:00:00,366
DML21/22_IS2#7,-73.4254031,-12.4604782,2.075,1.82,2.33,2022-01-05 11:00:00,398
DML21/22_IS2#7,-73.4254031,-12.4604782,2.36,2.33,2.39,2022-01-05 11:00:00,523
DML21/22_IS2#7,-73.4254031,-12.4604782,2.44,2.39,2.49,2022-01-05 11:00:00,450
DML21/22_IS2#7,-73.4254031,-12.4604782,2.695,2.49,2.9,2022-01-05 11:00:00,565
DML21/22_IS2#7,-73.4254031,-12.4604782,2.945,2.9,2.99,2022-01-05 11:00:00,686
DML21/22_IS2#7,-73.4254031,-12.4604782,3.175,2.99,3.36,2022-01-05 11:00:00,523
DML21/22_IS2#7,-73.4254031,-12.4604782,3.41,3.36,3.46,2022-01-05 11:00:00,471
DML21/22_IS2#7,-73.4254031,-12.4604782,3.685,3.46,3.91,2022-01-05 11:00:00,460
DML21/22_IS2#7,-73.4254031,-12.4604782,3.96,3.91,4.01,2022-01-05 11:00:00,460
DML21/22_IS2#7,-73.4254031,-12.4604782,4.26,4.01,4.51,2022-01-05 11:00:00,502
DML21/22_IS2#7,-73.4254031,-12.4604782,4.56,4.51,4.61,2022-01-05 11:00:00,492
DML21/22_IS2#7,-73.4254031,-12.4604782,4.715,4.61,4.82,2022-01-05 11:00:00,502
DML21/22_IS2#7,-73.4254031,-12.4604782,4.855,4.82,4.89,2022-01-05 11:00:00,553
DML21/22_IS2#7,-73.4254031,-12.4604782,4.955,4.89,5.02,2022-01-05 11:00:00,534
DML21/22_IS2#7,-73.4254031,-12.4604782,5.16,5.02,5.3,2022-01-05 11:00:00,502
DML21/22_S3_147,-73.3704459,-12.1776739,0.04,0.0,0.08,2022-01-05 13:02:00,283
DML21/22_S3_147,-73.3704459,-12.1776739,0.17,0.08,0.26,2022-01-05 13:02:00,366
DML21/22_S3_147,-73.3704459,-12.1776739,0.29,0.26,0.32,2022-01-05 13:02:00,251
DML21/22_S3_147,-73.3704459,-12.1776739,0.425,0.32,0.53,2022-01-05 13:02:00,387
DML21/22_S3_147,-73.3704459,-12.1776739,0.59,0.53,0.65,2022-01-05 13:02:00,366
DML21/22_S3_147,-73.3704459,-12.1776739,0.7,0.65,0.75,2022-01-05 13:02:00,398
DML21/22_S3_147,-73.3704459,-12.1776739,0.79,0.75,0.83,2022-01-05 13:02:00,272
DML21/22_S3_147,-73.3704459,-12.1776739,0.89,0.83,0.95,2022-01-05 13:02:00,398
DML21/22_S3_147,-73.3704459,-12.1776739,0.995,0.95,1.04,2022-01-05 13:02:00,335
DML21/22_S3_147,-73.3704459,-12.1776739,1.09,1.04,1.14,2022-01-05 13:02:00,523
DML21/22_S3_147,-73.3704459,-12.1776739,1.41,1.14,1.68,2022-01-05 13:02:00,553
DML21/22_S3_147,-73.3704459,-12.1776739,1.735,1.68,1.79,2022-01-05 13:02:00,471
DML21/22_S3_147,-73.3704459,-12.1776739,2.02,1.79,2.25,2022-01-05 13:02:00,439
DML21/22_S3_147,-73.3704459,-12.1776739,2.28,2.25,2.31,2022-01-05 13:02:00,497
DML21/22_S3_147,-73.3704459,-12.1776739,2.37,2.31,2.43,2022-01-05 13:02:00,513
DML21/22_S3_147,-73.3704459,-12.1776739,2.6,2.43,2.77,2022-01-05 13:02:00,419
DML21/22_S3_147,-73.3704459,-12.1776739,2.835,2.77,2.9,2022-01-05 13:02:00,481
DML21/22_S3_147,-73.3704459,-12.1776739,3.115,2.9,3.33,2022-01-05 13:02:00,471
DML21/22_S3_147,-73.3704459,-12.1776739,3.38,3.33,3.43,2022-01-05 13:02:00,481
DML21/22_S3_147,-73.3704459,-12.1776739,3.615,3.43,3.8,2022-01-05 13:02:00,502
DML21/22_S3_147,-73.3704459,-12.1776739,3.86,3.8,3.92,2022-01-05 13:02:00,513
DML21/22_S3_147,-73.3704459,-12.1776739,4.0575,3.92,4.195,2022-01-05 13:02:00,492
DML21/22_S3_147,-73.3704459,-12.1776739,4.255,4.195,4.315,2022-01-05 13:02:00,513
DML21/22_S3_147,-73.3704459,-12.1776739,4.5175,4.315,4.72,2022-01-05 13:02:00,492
DML21/22_S3_147,-73.3704459,-12.1776739,4.77,4.72,4.82,2022-01-05 13:02:00,513
DML21/22_S3_147,-73.3704459,-12.1776739,4.955,4.82,5.09,2022-01-05 13:02:00,534
DML21/22_S3_170,-73.3536027,-12.014326,0.055,0.0,0.11,2022-01-05 15:45:00,351
DML21/22_S3_170,-73.3536027,-12.014326,0.16,0.11,0.21,2022-01-05 15:45:00,407
DML21/22_S3_170,-73.3536027,-12.014326,0.25,0.21,0.29,2022-01-05 15:45:00,396
DML21/22_S3_170,-73.3536027,-12.014326,0.385,0.29,0.48,2022-01-05 15:45:00,385
DML21/22_S3_170,-73.3536027,-12.014326,0.53,0.48,0.58,2022-01-05 15:45:00,385
DML21/22_S3_170,-73.3536027,-12.014326,0.635,0.58,0.69,2022-01-05 15:45:00,407
DML21/22_S3_170,-73.3536027,-12.014326,0.775,0.69,0.86,2022-01-05 15:45:00,422
DML21/22_S3_170,-73.3536027,-12.014326,0.94,0.86,1.02,2022-01-05 15:45:00,484
DML21/22_S3_170,-73.3536027,-12.014326,1.07,1.02,1.12,2022-01-05 15:45:00,441
DML21/22_S3_170,-73.3536027,-12.014326,1.405,1.12,1.69,2022-01-05 15:45:00,439
DML21/22_S3_170,-73.3536027,-12.014326,1.74,1.69,1.79,2022-01-05 15:45:00,471
DML21/22_S3_170,-73.3536027,-12.014326,2.035,1.79,2.28,2022-01-05 15:45:00,419
DML21/22_S3_170,-73.3536027,-12.014326,2.345,2.28,2.41,2022-01-05 15:45:00,521
DML21/22_S3_170,-73.3536027,-12.014326,2.615,2.41,2.82,2022-01-05 15:45:00,460
DML21/22_S3_170,-73.3536027,-12.014326,2.87,2.82,2.92,2022-01-05 15:45:00,492
DML21/22_S3_170,-73.3536027,-12.014326,3.17,2.92,3.42,2022-01-05 15:45:00,544
DML21/22_S3_170,-73.3536027,-12.014326,3.47,3.42,3.52,2022-01-05 15:45:00,460
DML21/22_S3_170,-73.3536027,-12.014326,3.66,3.52,3.8,2022-01-05 15:45:00,534
DML21/22_S3_170,-73.3536027,-12.014326,3.85,3.8,3.9,2022-01-05 15:45:00,523
DML21/22_S3_170,-73.3536027,-12.014326,4.05,3.9,4.2,2022-01-05 15:45:00,492
DML21/22_S3_170,-73.3536027,-12.014326,4.245,4.2,4.29,2022-01-05 15:45:00,471
DML21/22_S3_170,-73.3536027,-12.014326,4.46,4.29,4.63,2022-01-05 15:45:00,513
DML21/22_S3_170,-73.3536027,-12.014326,4.68,4.63,4.73,2022-01-05 15:45:00,481
DML21/22_S3_170,-73.3536027,-12.014326,4.96,4.73,5.195,2022-01-05 15:45:00,534
DML21/22_IS2#8,-73.4251933,-12.7197828,0.06,0.0,0.12,2022-01-06 12:20:00,453
DML21/22_IS2#8,-73.4251933,-12.7197828,0.165,0.12,0.21,2022-01-06 12:20:00,442
DML21/22_IS2#8,-73.4251933,-12.7197828,0.25,0.21,0.29,2022-01-06 12:20:00,419
DML21/22_IS2#8,-73.4251933,-12.7197828,0.365,0.29,0.44,2022-01-06 12:20:00,453
DML21/22_IS2#8,-73.4251933,-12.7197828,0.495,0.44,0.55,2022-01-06 12:20:00,408
DML21/22_IS2#8,-73.4251933,-12.7197828,0.605,0.55,0.66,2022-01-06 12:20:00,398
DML21/22_IS2#8,-73.4251933,-12.7197828,0.715,0.66,0.77,2022-01-06 12:20:00,439
DML21/22_IS2#8,-73.4251933,-12.7197828,0.825,0.77,0.88,2022-01-06 12:20:00,429
DML21/22_IS2#8,-73.4251933,-12.7197828,0.945,0.88,1.01,2022-01-06 12:20:00,371
DML21/22_IS2#8,-73.4251933,-12.7197828,1.06,1.01,1.11,2022-01-06 12:20:00,366
DML21/22_IS2#8,-73.4251933,-12.7197828,1.21,1.11,1.31,2022-01-06 12:20:00,439
DML21/22_IS2#8,-73.4251933,-12.7197828,1.545,1.31,1.78,2022-01-06 12:20:00,398
DML21/22_IS2#8,-73.4251933,-12.7197828,1.83,1.78,1.88,2022-01-06 12:20:00,398
DML21/22_IS2#8,-73.4251933,-12.7197828,2.135,1.88,2.39,2022-01-06 12:20:00,395
DML21/22_IS2#8,-73.4251933,-12.7197828,2.44,2.39,2.49,2022-01-06 12:20:00,450
DML21/22_IS2#8,-73.4251933,-12.7197828,2.645,2.49,2.8,2022-01-06 12:20:00,460
DML21/22_IS2#8,-73.4251933,-12.7197828,2.85,2.8,2.9,2022-01-06 12:20:00,492
DML21/22_IS2#8,-73.4251933,-12.7197828,3.055,2.9,3.21,2022-01-06 12:20:00,523
DML21/22_IS2#8,-73.4251933,-12.7197828,3.26,3.21,3.31,2022-01-06 12:20:00,481
DML21/22_IS2#8,-73.4251933,-12.7197828,3.595,3.31,3.88,2022-01-06 12:20:00,523
DML21/22_IS2#8,-73.4251933,-12.7197828,3.935,3.88,3.99,2022-01-06 12:20:00,471
DML21/22_IS2#8,-73.4251933,-12.7197828,4.1,3.99,4.21,2022-01-06 12:20:00,544
DML21/22_IS2#8,-73.4251933,-12.7197828,4.2625,4.21,4.315,2022-01-06 12:20:00,534
DML21/22_IS2#8,-73.4251933,-12.7197828,4.565,4.315,4.815,2022-01-06 12:20:00,502
DML21/22_IS2#8,-73.4251933,-12.7197828,4.85,4.815,4.89,2022-01-06 12:20:00,572
DML21/22_IS2#8,-73.4251933,-12.7197828,5.1,4.89,5.315,2022-01-06 12:20:00,670
DML21/22_IS2#1,-73.1442527,-13.3647497,0.0225,0.0,0.045,2022-01-08 14:49:00,402
DML21/22_IS2#1,-73.1442527,-13.3647497,0.1275,0.045,0.21,2022-01-08 14:49:00,408
DML21/22_IS2#1,-73.1442527,-13.3647497,0.26,0.21,0.31,2022-01-08 14:49:00,419
DML21/22_IS2#1,-73.1442527,-13.3647497,0.355,0.31,0.4,2022-01-08 14:49:00,503
DML21/22_IS2#1,-73.1442527,-13.3647497,0.495,0.4,0.59,2022-01-08 14:49:00,396
DML21/22_IS2#1,-73.1442527,-13.3647497,0.625,0.59,0.66,2022-01-08 14:49:00,372
DML21/22_IS2#1,-73.1442527,-13.3647497,0.755,0.66,0.85,2022-01-08 14:49:00,382
DML21/22_IS2#1,-73.1442527,-13.3647497,0.905,0.85,0.96,2022-01-08 14:49:00,419
DML21/22_IS2#1,-73.1442527,-13.3647497,1.0,0.96,1.04,2022-01-08 14:49:00,445
DML21/22_IS2#1,-73.1442527,-13.3647497,1.085,1.04,1.13,2022-01-08 14:49:00,465
DML21/22_IS2#1,-73.1442527,-13.3647497,1.43,1.13,1.73,2022-01-08 14:49:00,429
DML21/22_IS2#1,-73.1442527,-13.3647497,1.845,1.73,1.96,2022-01-08 14:49:00,366
DML21/22_IS2#1,-73.1442527,-13.3647497,1.985,1.96,2.01,2022-01-08 14:49:00,544
DML21/22_IS2#1,-73.1442527,-13.3647497,2.175,2.01,2.34,2022-01-08 14:49:00,481
DML21/22_IS2#1,-73.1442527,-13.3647497,2.41,2.34,2.48,2022-01-08 14:49:00,471
DML21/22_IS2#1,-73.1442527,-13.3647497,2.53,2.48,2.58,2022-01-08 14:49:00,516
DML21/22_IS2#1,-73.1442527,-13.3647497,2.745,2.58,2.91,2022-01-08 14:49:00,481
DML21/22_IS2#1,-73.1442527,-13.3647497,2.965,2.91,3.02,2022-01-08 14:49:00,543
DML21/22_IS2#1,-73.1442527,-13.3647497,3.255,3.02,3.49,2022-01-08 14:49:00,471
DML21/22_IS2#1,-73.1442527,-13.3647497,3.54,3.49,3.59,2022-01-08 14:49:00,471
DML21/22_IS2#1,-73.1442527,-13.3647497,3.785,3.59,3.98,2022-01-08 14:49:00,523
DML21/22_IS2#1,-73.1442527,-13.3647497,4.03,3.98,4.08,2022-01-08 14:49:00,475
DML21/22_IS2#1,-73.1442527,-13.3647497,4.28,4.08,4.48,2022-01-08 14:49:00,555
DML21/22_IS2#1,-73.1442527,-13.3647497,4.53,4.48,4.58,2022-01-08 14:49:00,492
DML21/22_IS2#1,-73.1442527,-13.3647497,4.805,4.58,5.03,2022-01-08 14:49:00,493
DML21/22_IS2#1,-73.1442527,-13.3647497,5.075,5.03,5.12,2022-01-08 14:49:00,512
DML21/22_IS2#1,-73.1442527,-13.3647497,5.305,5.12,5.49,2022-01-08 14:49:00,506
DML21/22_QRv2,-73.1371086,-13.6519634,0.05,0.0,0.1,2022-01-08 09:50:00,340
DML21/22_QRv2,-73.1371086,-13.6519634,0.14,0.1,0.18,2022-01-08 09:50:00,424
DML21/22_QRv2,-73.1371086,-13.6519634,0.235,0.18,0.29,2022-01-08 09:50:00,430
DML21/22_QRv2,-73.1371086,-13.6519634,0.355,0.29,0.42,2022-01-08 09:50:00,521
DML21/22_QRv2,-73.1371086,-13.6519634,0.48,0.42,0.54,2022-01-08 09:50:00,387
DML21/22_QRv2,-73.1371086,-13.6519634,0.6,0.54,0.66,2022-01-08 09:50:00,407
DML21/22_QRv2,-73.1371086,-13.6519634,0.71,0.66,0.76,2022-01-08 09:50:00,419
DML21/22_QRv2,-73.1371086,-13.6519634,0.815,0.76,0.87,2022-01-08 09:50:00,484
DML21/22_QRv2,-73.1371086,-13.6519634,0.925,0.87,0.98,2022-01-08 09:50:00,441
DML21/22_QRv2,-73.1371086,-13.6519634,1.055,0.98,1.13,2022-01-08 09:50:00,475
DML21/22_QRv2,-73.1371086,-13.6519634,1.46,1.13,1.79,2022-01-08 09:50:00,497
DML21/22_QRv2,-73.1371086,-13.6519634,1.86,1.79,1.93,2022-01-08 09:50:00,439
DML21/22_QRv2,-73.1371086,-13.6519634,1.98,1.93,2.03,2022-01-08 09:50:00,377
DML21/22_QRv2,-73.1371086,-13.6519634,2.245,2.03,2.46,2022-01-08 09:50:00,477
DML21/22_QRv2,-73.1371086,-13.6519634,2.51,2.46,2.56,2022-01-08 09:50:00,460
DML21/22_QRv2,-73.1371086,-13.6519634,2.755,2.56,2.95,2022-01-08 09:50:00,508
DML21/22_QRv2,-73.1371086,-13.6519634,3.0,2.95,3.05,2022-01-08 09:50:00,419
DML21/22_QRv2,-73.1371086,-13.6519634,3.34,3.05,3.63,2022-01-08 09:50:00,481
DML21/22_QRv2,-73.1371086,-13.6519634,3.68,3.63,3.73,2022-01-08 09:50:00,509
DML21/22_QRv2,-73.1371086,-13.6519634,3.975,3.73,4.22,2022-01-08 09:50:00,544
DML21/22_QRv2,-73.1371086,-13.6519634,4.27,4.22,4.32,2022-01-08 09:50:00,532
DML21/22_QRv2,-73.1371086,-13.6519634,4.485,4.32,4.65,2022-01-08 09:50:00,523
DML21/22_QRv2,-73.1371086,-13.6519634,4.695,4.65,4.74,2022-01-08 09:50:00,546
DML21/22_QRv2,-73.1371086,-13.6519634,5.0,4.74,5.26,2022-01-08 09:50:00,615
DML21/22_QRv2,-73.1371086,-13.6519634,5.31,5.26,5.36,2022-01-08 09:50:00,544
DML21/22_QRv2,-73.1371086,-13.6519634,5.54,5.36,5.72,2022-01-08 09:50:00,607
DML21/22_QRv2,-73.1371086,-13.6519634,5.77,5.72,5.82,2022-01-08 09:50:00,555
DML21/22_QRv2,-73.1371086,-13.6519634,5.865,5.82,5.91,2022-01-08 09:50:00,605
DML21/22_QRv2,-73.1371086,-13.6519634,6.04,5.91,6.17,2022-01-08 09:50:00,544
