Height,Date/Time,Date/time end,Time min,dN/dlogDp(92.87),dN/dlogDp(98.89),dN/dlogDp(105.29),dN/dlogDp(112.11),dN/dlogDp(119.38),dN/dlogDp(127.11),dN/dlogDp(135.34),dN/dlogDp(144.11),dN/dlogDp(153.45),dN/dlogDp(163.39),dN/dlogDp(173.97),dN/dlogDp(185.24),dN/dlogDp(197.25),dN/dlogDp(210.03),dN/dlogDp(223.63),dN/dlogDp(238.12),dN/dlogDp(253.55),dN/dlogDp(269.97),dN/dlogDp(287.46),dN/dlogDp(306.08),dN/dlogDp(325.91),dN/dlogDp(347.02),dN/dlogDp(369.51),dN/dlogDp(393.45),dN/dlogDp(418.93),dN/dlogDp(446.08),dN/dlogDp(474.98),dN/dlogDp(505.75),dN/dlogDp(538.51),dN/dlogDp(573.40),dN/dlogDp(610.54),dN/dlogDp(650.09),dN/dlogDp(692.21),dN/dlogDp(737.05),dN/dlogDp(784.80),dN/dlogDp(835.64),dN/dlogDp(889.78),dN/dlogDp(947.42),dN/dlogDp(1008.8),dN/dlogDp(1074.15),dN/dlogDp(1143.74),dN/dlogDp(1217.84),dN/dlogDp(1296.74),dN/dlogDp(1380.74),dN/dlogDp(1470.19),dN/dlogDp(1565.43),dN/dlogDp(1666.85),dN/dlogDp(1774.83),dN/dlogDp(1889.81),dN/dlogDp(2012.24),dN/dlogDp(2142.60),dN/dlogDp(2281.41),dN/dlogDp(2429.21),dN/dlogDp(2586.58),dN/dlogDp(2754.15),dN/dlogDp(2932.57),dN/dlogDp(3122.55),dN/dlogDp(3324.84),dN/dlogDp(3540.24),dN/dlogDp(3769.59),dN/dlogDp(4013.80),dN/dlogDp(4273.82),dN/dlogDp(4550.70),dN/dlogDp(4845.51),Event,Latitude,Longitude,Elevation
7,2018-01-02 18:25:00,2018-01-02T19:30,65,319.94,382.2,446.78,486.78,521.97,559.54,579.64,603.64,609.38,627.84,594.51,555.99,502.88,422.69,355.24,285.87,215.74,148.49,90.71,63.24,25.77,15.63,10.08,5.07,2.66,1.17,1.58,1.45,1.37,1.68,0.92,0.98,0.68,0.54,0.42,0.36,0.55,0.61,0.2,0.04,0.09,0.13,0.06,0.11,0.09,0.06,0.15,0.1,0.08,0.02,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-02 19:30:00,2018-01-02T20:30,60,319.75,387.75,452.86,499.98,543.24,585.2,613.65,640.18,642.87,661.65,645.92,616.5,569.37,492.63,426.38,347.08,262.89,180.56,111.55,76.34,32.41,18.76,12.06,6.86,3.64,1.77,2.01,2.08,2.07,2.01,1.75,1.02,0.76,1.01,0.53,0.54,0.57,0.7,0.36,0.16,0.12,0.1,0.07,0.12,0.12,0.07,0.2,0.19,0.09,0.04,0.01,0.06,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-02 20:30:00,2018-01-02T21:25,55,307.77,373.69,444.85,489.78,538.56,578.13,602.3,630.93,626.87,636.04,607.62,577.03,528.56,459.74,395.22,324.34,245.37,169.12,103.82,70.63,30.01,18.32,11.02,6.16,3.01,1.76,1.65,1.66,1.82,2.04,1.1,1.16,0.78,0.66,0.57,0.5,0.48,0.59,0.27,0.14,0.07,0.14,0.06,0.07,0.07,0.1,0.12,0.19,0.06,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-02 21:25:00,2018-01-02T22:25,60,336.07,401.24,455.76,502.69,538.13,576.68,608.5,614.91,621.12,626.95,606.48,574.09,540.2,476.88,410.39,340.42,256.37,171.46,103.31,68.67,30.72,18.03,11.42,7.09,3.62,2.41,2.35,2.36,2.4,2.3,1.69,1.56,1.35,0.86,0.72,0.71,0.76,0.78,0.41,0.08,0.16,0.15,0.22,0.16,0.06,0.05,0.33,0.14,0.15,0.06,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-02 22:25:00,2018-01-02T23:25,60,295.87,355.79,411.79,471.43,530.34,584.14,616.97,641.16,643.63,648.27,623.82,591.37,561.66,486.76,420.33,343.43,258.06,173.03,104.37,69.58,29.45,17.97,11.05,7.08,3.73,2.52,2.43,2.59,2.3,2.72,2.06,1.33,1.21,0.96,0.66,0.74,0.73,0.84,0.31,0.16,0.11,0.22,0.12,0.11,0.09,0.12,0.2,0.17,0.05,0.01,0.03,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-02 23:25:00,2018-01-03T00:25,60,306.03,361.31,418.79,463.77,515.49,557.2,590.34,606.09,602.37,603.22,583.98,549.12,511.96,443.07,384.11,317.78,235.89,159.3,97.19,63.97,27.52,16.89,10.54,6.42,3.83,2.39,2.38,2.33,2.24,2.18,1.73,1.65,1.12,0.78,0.81,0.74,0.8,0.71,0.39,0.25,0.21,0.21,0.12,0.22,0.12,0.15,0.27,0.19,0.12,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-03 00:25:00,2018-01-03T01:25,60,273.48,324.43,376.98,433.11,493.26,547.54,582.26,610.19,606.3,614.99,582.05,556.98,517.42,456.01,397.08,326.96,247.2,167.13,101.02,69.51,30.05,17.64,11.44,7.39,3.46,1.81,1.89,2.21,2.22,2.15,1.36,1.27,1.19,0.74,0.72,0.64,0.65,0.77,0.32,0.17,0.18,0.16,0.08,0.07,0.1,0.04,0.16,0.15,0.02,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-03 01:25:00,2018-01-03T02:25,60,320.29,372.76,428.03,474.76,522.98,555.54,576.47,584.0,577.45,583.66,556.41,530.15,495.48,437.26,377.66,310.77,236.47,161.15,99.8,63.23,28.19,17.18,10.35,6.19,3.29,1.95,2.21,2.09,2.03,2.35,1.63,1.17,1.11,0.94,0.71,0.69,0.49,0.79,0.26,0.13,0.07,0.16,0.05,0.14,0.09,0.1,0.12,0.09,0.1,0.04,0.06,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-03 02:25:00,2018-01-03T03:25,60,324.24,379.0,429.37,470.72,504.73,536.44,558.33,561.4,558.87,574.13,556.75,532.19,500.54,446.02,387.29,316.91,238.47,161.97,98.03,63.92,27.1,16.23,10.02,6.54,3.82,1.99,2.02,2.13,2.51,1.75,1.57,1.41,1.21,0.84,0.72,0.64,0.7,0.71,0.3,0.1,0.14,0.07,0.11,0.15,0.05,0.1,0.2,0.14,0.09,0.02,0.02,0.01,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-03 03:25:00,2018-01-03T04:25,60,323.55,380.34,426.78,459.93,498.87,532.72,542.57,558.28,554.46,569.54,557.18,533.4,504.55,438.68,386.99,317.52,239.76,159.15,95.9,63.21,26.73,15.91,10.18,6.19,3.51,2.29,2.27,2.3,2.14,2.05,1.59,1.24,1.32,0.82,0.78,0.55,0.58,0.63,0.36,0.11,0.07,0.15,0.16,0.11,0.12,0.1,0.23,0.16,0.07,0.05,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-03 04:25:00,2018-01-03T05:25,60,331.92,385.42,433.61,458.31,490.82,513.49,522.88,517.43,509.69,515.66,496.0,471.59,438.57,382.7,329.37,271.11,198.77,135.13,82.43,52.54,22.75,13.44,8.54,5.77,3.05,1.69,2.03,1.51,1.52,1.68,1.39,1.23,1.0,0.48,0.52,0.54,0.52,0.67,0.31,0.12,0.09,0.1,0.07,0.1,0.02,0.1,0.19,0.1,0.05,0.06,0.02,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-03 05:25:00,2018-01-03T06:25,60,346.11,395.12,438.15,459.42,478.56,492.59,496.58,489.51,479.17,476.59,452.82,424.07,391.48,338.92,288.27,234.93,176.67,119.05,71.27,48.06,20.87,12.73,7.89,5.4,2.83,1.95,1.75,1.53,1.85,1.38,1.18,1.11,0.94,0.68,0.44,0.38,0.52,0.46,0.2,0.11,0.06,0.09,0.1,0.09,0.06,0.04,0.12,0.09,0.1,0.02,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-03 06:25:00,2018-01-03T07:25,60,333.16,375.44,411.9,429.59,438.19,442.57,439.26,422.51,405.83,394.04,364.25,335.26,299.98,254.24,218.07,171.7,131.03,88.53,53.9,35.93,14.84,9.47,6.14,4.18,1.99,1.18,1.33,1.19,1.25,1.06,0.94,0.6,0.64,0.38,0.37,0.34,0.28,0.33,0.22,0.01,0.05,0.04,0.09,0.12,0.04,0.06,0.07,0.05,0.05,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-03 07:25:00,2018-01-03T08:25,60,277.11,309.4,334.08,352.31,372.13,390.11,401.08,407.59,394.35,358.78,307.17,261.66,219.03,176.78,144.74,114.73,84.03,55.36,33.0,22.03,9.79,6.46,4.43,2.73,1.39,0.95,0.72,0.83,0.7,0.57,0.36,0.39,0.17,0.2,0.16,0.17,0.11,0.12,0.11,0.01,0.04,0.02,0.04,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-03 08:25:00,2018-01-03T09:25,60,310.59,340.78,363.79,372.04,388.14,404.58,412.51,421.39,396.89,369.5,315.89,265.85,220.87,181.09,145.88,119.02,83.89,53.77,31.69,20.46,8.74,6.56,4.28,2.97,1.21,0.67,0.9,0.65,0.62,0.68,0.57,0.47,0.21,0.17,0.16,0.2,0.17,0.13,0.11,0.0,0.0,0.0,0.0,0.01,0.05,0.0,0.04,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-03 09:25:00,2018-01-03T10:25,60,322.12,351.17,371.26,377.35,386.68,390.93,398.63,399.5,382.83,352.14,300.23,251.04,206.67,167.85,137.47,109.03,76.58,50.38,27.08,18.35,8.09,5.72,4.11,2.49,1.07,0.76,0.94,0.69,0.97,0.76,0.41,0.3,0.25,0.27,0.2,0.09,0.13,0.11,0.12,0.01,0.02,0.02,0.02,0.05,0.04,0.02,0.02,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-03 10:25:00,2018-01-03T11:25,60,348.17,365.23,381.45,379.55,376.97,376.54,381.73,375.68,351.97,323.83,274.14,229.69,189.15,150.78,121.63,93.34,65.8,41.44,22.79,16.04,7.04,4.49,3.66,2.4,1.34,0.87,0.95,0.64,0.69,0.67,0.3,0.27,0.28,0.24,0.14,0.14,0.14,0.11,0.07,0.03,0.01,0.01,0.04,0.07,0.0,0.0,0.01,0.02,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-03 11:25:00,2018-01-03T12:25,60,354.98,385.41,396.12,390.83,389.52,384.79,388.82,386.08,355.97,324.11,272.12,221.37,181.53,144.97,116.48,87.81,61.11,38.99,21.72,14.83,5.99,4.36,3.15,2.12,1.13,0.52,0.65,0.55,0.59,0.65,0.48,0.32,0.26,0.14,0.16,0.14,0.11,0.16,0.07,0.03,0.0,0.02,0.04,0.01,0.02,0.0,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-03 12:25:00,2018-01-03T13:25,60,367.16,399.8,417.28,432.85,447.08,457.13,468.02,462.41,434.34,399.27,346.08,298.33,252.22,202.11,164.57,127.33,88.65,54.29,32.11,19.71,8.7,5.51,4.05,2.97,1.89,0.98,1.08,1.03,0.89,0.78,0.6,0.62,0.44,0.22,0.25,0.26,0.23,0.27,0.12,0.04,0.04,0.09,0.05,0.03,0.05,0.05,0.05,0.06,0.0,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-03 13:25:00,2018-01-03T14:25,60,331.7,374.04,419.5,450.66,491.2,521.47,543.32,548.47,541.68,501.12,457.88,408.16,362.34,302.23,247.81,188.29,134.13,86.17,49.37,29.21,13.09,9.33,6.02,4.55,2.41,1.35,1.7,1.32,1.45,1.43,1.13,0.73,0.72,0.62,0.47,0.48,0.37,0.47,0.25,0.04,0.09,0.07,0.08,0.05,0.06,0.05,0.12,0.09,0.04,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-03 14:25:00,2018-01-03T15:25,60,316.66,367.18,423.13,468.29,520.35,556.39,568.17,578.23,568.42,543.86,505.41,457.73,407.32,337.82,282.55,218.06,151.59,98.44,56.25,33.65,15.47,10.59,6.57,4.84,2.77,1.48,1.56,1.7,1.65,1.75,1.11,1.11,0.7,0.65,0.43,0.49,0.54,0.42,0.21,0.16,0.12,0.11,0.06,0.15,0.06,0.06,0.21,0.1,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-03 15:25:00,2018-01-03T16:25,60,312.92,359.77,406.18,442.54,483.48,520.99,551.34,550.89,550.39,526.99,489.29,445.13,399.9,340.69,284.62,222.37,159.06,102.54,61.87,37.56,16.66,10.85,7.54,4.96,2.29,1.55,1.44,1.89,1.27,1.24,1.11,0.93,0.8,0.46,0.41,0.41,0.38,0.67,0.22,0.09,0.06,0.1,0.06,0.11,0.07,0.06,0.11,0.07,0.03,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-03 16:25:00,2018-01-03T17:25,60,306.57,352.16,397.53,443.36,483.92,521.75,552.2,564.69,560.25,540.57,500.09,460.29,419.94,356.33,296.6,241.48,174.54,113.13,66.64,41.81,19.19,11.76,6.93,4.46,2.43,1.42,1.52,1.6,1.75,1.53,1.13,0.9,0.65,0.53,0.47,0.53,0.36,0.42,0.22,0.1,0.05,0.07,0.1,0.1,0.03,0.07,0.07,0.11,0.06,0.04,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-03 17:25:00,2018-01-03T18:25,60,305.39,352.46,405.28,452.63,500.12,540.76,572.55,585.47,589.29,557.82,522.35,486.25,440.81,374.52,317.76,254.4,183.43,121.45,70.51,45.9,19.94,11.35,7.69,4.52,2.59,1.39,1.6,1.74,1.71,1.39,1.19,0.78,0.82,0.39,0.49,0.43,0.35,0.48,0.31,0.09,0.06,0.02,0.05,0.07,0.1,0.04,0.17,0.12,0.05,0.01,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-03 18:25:00,2018-01-03T19:25,60,305.51,354.63,409.0,458.78,507.23,542.93,573.13,581.62,575.51,549.1,515.88,476.37,421.59,354.26,294.85,227.81,162.01,104.38,58.72,33.72,17.1,10.39,7.09,4.62,2.15,1.37,1.39,1.54,1.48,1.39,0.92,0.84,0.74,0.51,0.44,0.37,0.38,0.32,0.21,0.12,0.1,0.07,0.1,0.08,0.02,0.07,0.15,0.05,0.05,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-03 19:25:00,2018-01-03T20:25,60,287.95,341.78,401.89,455.44,503.46,551.49,583.51,592.95,585.37,567.39,521.11,479.99,429.43,361.55,297.68,227.05,161.4,100.69,58.12,32.73,17.03,10.13,6.86,4.58,2.29,1.53,1.37,1.44,1.48,1.55,0.91,0.81,0.68,0.5,0.41,0.38,0.36,0.49,0.21,0.11,0.02,0.02,0.08,0.07,0.09,0.05,0.06,0.04,0.04,0.01,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-03 20:25:00,2018-01-03T21:25,60,263.56,314.97,378.99,432.63,493.44,548.93,589.04,608.47,611.75,586.86,550.01,507.32,450.83,386.85,319.43,246.66,175.0,111.36,63.97,36.01,18.97,10.19,7.2,4.53,2.44,1.36,1.22,1.5,1.77,1.07,1.21,0.72,0.66,0.57,0.37,0.22,0.36,0.49,0.17,0.07,0.16,0.14,0.04,0.11,0.03,0.05,0.07,0.07,0.02,0.01,0.04,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-03 21:25:00,2018-01-03T22:25,60,258.95,311.77,372.66,437.9,509.0,567.65,614.79,632.73,632.47,608.69,564.81,515.07,464.93,395.61,326.22,255.59,184.93,117.5,69.09,41.25,20.16,11.8,7.36,4.58,2.12,1.27,1.51,1.27,1.49,1.27,0.82,0.86,0.58,0.37,0.42,0.32,0.38,0.35,0.14,0.09,0.09,0.07,0.02,0.06,0.05,0.05,0.09,0.1,0.02,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-03 22:25:00,2018-01-03T23:25,60,347.9,452.95,548.1,623.82,676.13,702.15,695.07,661.03,610.84,531.68,467.68,406.51,346.28,278.76,224.37,168.54,121.08,77.62,44.0,27.11,13.07,7.78,5.27,3.47,1.61,0.75,1.14,1.06,1.2,0.76,0.5,0.6,0.49,0.26,0.22,0.19,0.31,0.16,0.1,0.06,0.04,0.04,0.02,0.06,0.05,0.04,0.05,0.06,0.07,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-03 23:25:00,2018-01-04T00:25,60,382.21,479.44,575.43,649.11,703.39,735.85,717.11,656.84,567.16,465.44,377.79,303.43,243.26,181.93,137.06,100.3,68.18,41.48,24.88,15.83,7.28,5.51,3.87,2.56,1.12,0.71,0.84,0.87,0.69,0.67,0.74,0.65,0.56,0.3,0.38,0.32,0.25,0.37,0.13,0.09,0.06,0.07,0.06,0.15,0.04,0.04,0.09,0.04,0.1,0.1,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-04 00:25:00,2018-01-04T01:25,60,397.18,496.32,593.58,662.14,700.23,703.0,664.52,594.6,512.58,430.77,340.11,275.67,218.64,160.18,122.12,86.68,59.13,37.06,21.89,14.53,7.02,4.57,3.88,2.8,1.63,0.66,1.07,0.85,0.99,0.9,0.61,0.57,0.42,0.4,0.25,0.36,0.36,0.28,0.15,0.09,0.05,0.04,0.14,0.03,0.04,0.08,0.18,0.15,0.09,0.02,0.03,0.02,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-04 01:25:00,2018-01-04T02:25,60,393.92,476.48,566.66,621.07,650.09,644.19,608.69,530.96,454.47,366.13,281.67,225.75,167.44,122.43,86.97,59.46,36.76,23.82,14.22,9.26,4.88,3.67,3.41,2.7,1.24,1.0,0.97,0.82,0.91,0.78,0.58,0.67,0.38,0.39,0.28,0.46,0.3,0.44,0.22,0.1,0.15,0.05,0.12,0.06,0.05,0.05,0.15,0.16,0.08,0.09,0.02,0.04,0.01,0.02,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-04 02:25:00,2018-01-04T03:25,60,343.11,411.2,461.62,503.11,545.0,570.85,556.69,509.86,429.58,352.33,277.07,211.73,160.83,117.16,85.8,60.58,39.67,23.91,13.93,9.71,4.53,3.27,2.68,2.43,1.23,0.53,0.65,0.64,0.68,0.52,0.49,0.42,0.27,0.28,0.2,0.3,0.19,0.2,0.1,0.05,0.06,0.04,0.04,0.09,0.02,0.04,0.05,0.09,0.06,0.02,0.0,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-04 03:25:00,2018-01-04T04:25,60,330.22,391.8,455.25,495.51,521.23,530.48,513.79,464.24,393.31,336.83,265.93,212.6,166.63,123.28,93.48,65.79,43.6,27.09,15.6,9.75,4.61,2.97,2.2,1.61,0.76,0.35,0.46,0.31,0.34,0.32,0.21,0.2,0.17,0.05,0.12,0.07,0.06,0.07,0.02,0.01,0.04,0.04,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-04 04:25:00,2018-01-04T05:25,60,363.73,411.26,427.76,421.06,403.36,382.83,347.09,304.93,260.75,220.5,174.2,136.64,107.12,81.15,60.87,43.3,29.44,18.19,10.1,6.91,3.05,1.98,1.93,1.24,0.56,0.41,0.28,0.26,0.24,0.19,0.11,0.07,0.05,0.1,0.02,0.05,0.05,0.04,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-04 05:25:00,2018-01-04T06:25,60,350.44,399.78,418.95,418.6,412.22,399.64,375.38,334.88,281.97,246.05,193.36,154.45,122.0,90.92,67.37,49.01,32.22,20.6,11.97,7.21,4.09,2.56,1.93,1.58,0.64,0.44,0.33,0.39,0.37,0.25,0.16,0.2,0.11,0.05,0.06,0.02,0.1,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-04 06:25:00,2018-01-04T07:25,60,368.64,389.0,389.8,370.22,348.31,329.75,310.35,291.58,258.21,232.52,191.46,153.86,123.78,93.38,70.69,52.8,36.65,23.2,13.34,8.69,3.86,3.11,2.23,1.54,0.8,0.43,0.4,0.6,0.41,0.3,0.27,0.19,0.12,0.1,0.14,0.09,0.07,0.12,0.05,0.0,0.01,0.01,0.03,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-04 07:25:00,2018-01-04T08:25,60,347.78,376.68,374.58,360.79,347.04,329.97,315.48,293.73,260.02,243.35,202.54,166.88,131.26,100.55,78.86,59.16,42.82,26.04,14.7,8.75,4.73,3.15,2.08,1.55,0.75,0.48,0.37,0.54,0.4,0.41,0.32,0.19,0.11,0.12,0.1,0.05,0.07,0.1,0.02,0.04,0.0,0.0,0.02,0.01,0.01,0.01,0.0,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-04 08:25:00,2018-01-04T09:25,60,289.85,330.28,346.37,340.75,328.7,310.2,284.2,251.64,212.56,183.83,148.64,117.34,91.21,68.21,52.16,37.47,25.4,15.53,9.19,5.17,3.21,1.8,1.28,1.08,0.43,0.22,0.28,0.25,0.17,0.12,0.05,0.12,0.09,0.05,0.01,0.02,0.05,0.04,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-04 09:25:00,2018-01-04T10:25,60,284.13,331.55,365.11,379.64,388.27,387.76,375.97,341.93,299.51,262.02,210.09,168.77,131.66,98.33,74.11,56.65,36.69,22.8,13.93,7.74,4.59,2.4,1.86,1.18,0.5,0.43,0.31,0.3,0.27,0.19,0.18,0.12,0.06,0.12,0.08,0.05,0.05,0.04,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-04 10:25:00,2018-01-04T11:25,60,253.38,304.79,348.11,372.94,402.93,427.33,423.05,402.65,349.55,311.37,246.04,189.24,143.89,105.14,77.71,54.24,37.45,21.61,12.02,7.41,3.83,2.05,1.5,0.76,0.48,0.16,0.24,0.25,0.2,0.1,0.04,0.13,0.06,0.01,0.04,0.03,0.01,0.06,0.01,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-01-04 11:25:00,2018-01-04T12:25,60,242.97,295.97,341.19,371.71,406.09,437.74,448.77,447.47,390.48,352.68,279.14,213.83,161.31,113.82,85.04,59.13,38.3,23.53,12.76,7.73,3.58,1.94,1.16,0.75,0.27,0.15,0.1,0.15,0.06,0.15,0.07,0.06,0.01,0.07,0.01,0.01,0.0,0.01,0.02,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
