Campaign,Activity,Event,Date/Time,Latitude,Longitude,Device,Sec label,Sec comm,Depth desc,Depth ice/snow,Chl a,Phae,Elevation
MOSAiC,48,PS122/4_48-25,2020-07-20,80.7709,-0.485,Ice Corer Kovacs Mark II,s12,middle of ice_core (between top/ bottom),90.25 - 100,1.0,0.441,0.126,-3115.3
MOSAiC,48,PS122/4_48-25,2020-07-20,80.7709,-0.485,Ice Corer Kovacs Mark II,s13,middle of ice_core (between top/ bottom),100 - 110.25,1.103,0.25,0.055,-3115.3
MOSAiC,48,PS122/4_48-25,2020-07-20,80.7709,-0.485,Ice Corer Kovacs Mark II,s14,bottom 90- 100 cm,110.25 - 120.25,1.202,0.146,0.037,-3115.3
MOSAiC,48,PS122/4_48-25,2020-07-20,80.7709,-0.485,Ice Corer Kovacs Mark II,s15,bottom 80- 90 cm,120.25 - 130.25,1.302,0.26,0.075,-3115.3
MOSAiC,48,PS122/4_48-25,2020-07-20,80.7709,-0.485,Ice Corer Kovacs Mark II,s16,bottom 70- 80 cm,130.25 - 140.25,1.403,0.153,0.062,-3115.3
MOSAiC,48,PS122/4_48-25,2020-07-20,80.7709,-0.485,Ice Corer Kovacs Mark II,s17,bottom 60- 70 cm,140.25 - 150.25,1.502,0.256,0.126,-3115.3
MOSAiC,48,PS122/4_48-25,2020-07-20,80.7709,-0.485,Ice Corer Kovacs Mark II,s18,bottom 50- 60 cm,150.25 - 160.25,1.603,0.099,0.054,-3115.3
MOSAiC,48,PS122/4_48-25,2020-07-20,80.7709,-0.485,Ice Corer Kovacs Mark II,s19,bottom 40- 50 cm,160.25 - 170.25,1.702,0.113,0.048,-3115.3
MOSAiC,48,PS122/4_48-25,2020-07-20,80.7709,-0.485,Ice Corer Kovacs Mark II,s20,bottom 30- 40 cm,170.25 - 180.25,1.802,0.074,0.035,-3115.3
MOSAiC,48,PS122/4_48-25,2020-07-20,80.7709,-0.485,Ice Corer Kovacs Mark II,s21,bottom 20- 30 cm,180.25 - 190.25,1.903,0.07,0.033,-3115.3
MOSAiC,48,PS122/4_48-25,2020-07-20,80.7709,-0.485,Ice Corer Kovacs Mark II,s22,bottom 10- 20 cm,190.25 - 200.25,2.002,0.146,0.022,-3115.3
MOSAiC,48,PS122/4_48-25,2020-07-20,80.7709,-0.485,Ice Corer Kovacs Mark II,s2_bott,bottom 05- 10 cm,200.25 - 205.25,2.053,1.356,0.371,-3115.3
MOSAiC,48,PS122/4_48-25,2020-07-20,80.7709,-0.485,Ice Corer Kovacs Mark II,s1_bott,bottom 00- 05 cm,205.25 - 210.25,2.103,4.256,1.128,-3115.3
