Date/Time,Longitude,Latitude,Height,PPPP,TTT,RH,dd,ff,Event
2018-08-18 11:28:30,36.94248,89.5574,616.449,929.8,-1.7,89.7,206,11.994,Balloon_20180818_1109_1139
2018-08-18 11:28:31,36.94191,89.5574,615.601,929.9,-1.69,89.7,205,11.807,Balloon_20180818_1109_1139
2018-08-18 11:28:32,36.94135,89.5574,614.753,930.0,-1.69,89.6,234,12.18,Balloon_20180818_1109_1139
2018-08-18 11:28:33,36.94076,89.5574,613.905,930.1,-1.69,89.6,160,11.805,Balloon_20180818_1109_1139
2018-08-18 11:28:34,36.94037,89.5573,613.058,930.2,-1.69,89.6,236,11.805,Balloon_20180818_1109_1139
2018-08-18 11:28:35,36.94022,89.5573,612.21,930.3,-1.68,89.6,246,11.804,Balloon_20180818_1109_1139
2018-08-18 11:28:36,36.94011,89.5573,611.786,930.35,-1.67,89.6,314,11.898,Balloon_20180818_1109_1139
2018-08-18 11:28:37,36.93948,89.5573,611.362,930.4,-1.66,89.6,241,12.085,Balloon_20180818_1109_1139
2018-08-18 11:28:38,36.93824,89.5573,610.515,930.5,-1.64,89.5,312,11.804,Balloon_20180818_1109_1139
2018-08-18 11:28:39,36.93724,89.5573,609.667,930.6,-1.63,89.5,133,11.991,Balloon_20180818_1109_1139
2018-08-18 11:28:40,36.9364,89.5573,608.82,930.7,-1.62,89.5,154,12.084,Balloon_20180818_1109_1139
2018-08-18 11:28:41,36.93546,89.5573,607.972,930.8,-1.62,89.5,246,11.989,Balloon_20180818_1109_1139
2018-08-18 11:28:42,36.93469,89.5573,607.125,930.9,-1.62,89.5,209,11.895,Balloon_20180818_1109_1139
2018-08-18 11:28:43,36.93409,89.5573,606.278,931.0,-1.62,89.5,113,11.988,Balloon_20180818_1109_1139
2018-08-18 11:28:44,36.93343,89.5573,605.854,931.05,-1.62,89.5,225,11.988,Balloon_20180818_1109_1139
2018-08-18 11:28:45,36.9328,89.5572,605.431,931.1,-1.62,89.5,252,12.174,Balloon_20180818_1109_1139
2018-08-18 11:28:46,36.93228,89.5572,604.583,931.2,-1.62,89.5,251,11.987,Balloon_20180818_1109_1139
2018-08-18 11:28:47,36.93189,89.5572,603.736,931.3,-1.6,89.5,341,11.893,Balloon_20180818_1109_1139
2018-08-18 11:28:48,36.93137,89.5572,602.89,931.4,-1.58,89.4,262,11.612,Balloon_20180818_1109_1139
2018-08-18 11:28:49,36.93088,89.5572,602.043,931.5,-1.56,89.4,56,11.893,Balloon_20180818_1109_1139
2018-08-18 11:28:50,36.93026,89.5572,601.196,931.6,-1.56,89.4,207,11.892,Balloon_20180818_1109_1139
2018-08-18 11:28:51,36.92934,89.5572,600.349,931.7,-1.54,89.4,261,12.079,Balloon_20180818_1109_1139
2018-08-18 11:28:52,36.92828,89.5572,599.503,931.8,-1.535,89.35,225,11.798,Balloon_20180818_1109_1139
2018-08-18 11:28:53,36.92741,89.5572,598.656,931.9,-1.53,89.3,200,11.891,Balloon_20180818_1109_1139
2018-08-18 11:28:54,36.92679,89.5572,597.386,932.05,-1.52,89.3,233,11.703,Balloon_20180818_1109_1139
2018-08-18 11:28:55,36.92616,89.5572,596.117,932.2,-1.52,89.3,224,11.796,Balloon_20180818_1109_1139
2018-08-18 11:28:56,36.9254,89.5572,595.27,932.3,-1.51,89.3,65,11.889,Balloon_20180818_1109_1139
2018-08-18 11:28:57,36.92478,89.5571,594.424,932.4,-1.5,89.2,245,12.075,Balloon_20180818_1109_1139
2018-08-18 11:28:58,36.9241,89.5571,593.578,932.5,-1.48,89.2,230,11.888,Balloon_20180818_1109_1139
2018-08-18 11:28:59,36.9234,89.5571,592.732,932.6,-1.47,89.2,171,11.794,Balloon_20180818_1109_1139
2018-08-18 11:29:00,36.92293,89.5571,591.886,932.7,-1.48,89.2,252,11.887,Balloon_20180818_1109_1139
2018-08-18 11:29:01,36.92241,89.5571,591.04,932.8,-1.48,89.2,202,11.886,Balloon_20180818_1109_1139
2018-08-18 11:29:02,36.9217,89.5571,590.194,932.9,-1.48,89.2,206,12.166,Balloon_20180818_1109_1139
2018-08-18 11:29:03,36.92128,89.5571,589.349,933.0,-1.46,89.2,195,11.885,Balloon_20180818_1109_1139
2018-08-18 11:29:04,36.92134,89.5571,588.503,933.1,-1.45,89.1,241,11.792,Balloon_20180818_1109_1139
2018-08-18 11:29:05,36.92122,89.5571,587.657,933.2,-1.45,89.1,123,11.791,Balloon_20180818_1109_1139
2018-08-18 11:29:06,36.9208,89.5571,586.812,933.3,-1.44,89.1,222,11.884,Balloon_20180818_1109_1139
2018-08-18 11:29:07,36.92056,89.557,585.966,933.4,-1.44,89.1,243,11.79,Balloon_20180818_1109_1139
2018-08-18 11:29:08,36.92044,89.557,584.698,933.55,-1.43,89.0,85,11.789,Balloon_20180818_1109_1139
2018-08-18 11:29:09,36.92029,89.557,583.43,933.7,-1.43,89.0,246,11.882,Balloon_20180818_1109_1139
2018-08-18 11:29:10,36.92,89.557,582.585,933.8,-1.42,89.0,264,11.788,Balloon_20180818_1109_1139
2018-08-18 11:29:11,36.91972,89.557,581.74,933.9,-1.41,89.0,264,11.601,Balloon_20180818_1109_1139
2018-08-18 11:29:12,36.91938,89.557,580.895,934.0,-1.4,89.0,255,12.067,Balloon_20180818_1109_1139
2018-08-18 11:29:13,36.91885,89.557,580.05,934.1,-1.4,89.0,246,11.786,Balloon_20180818_1109_1139
2018-08-18 11:29:14,36.91825,89.557,579.205,934.2,-1.39,89.0,268,11.786,Balloon_20180818_1109_1139
2018-08-18 11:29:15,36.9178,89.557,578.36,934.3,-1.38,88.9,251,11.505,Balloon_20180818_1109_1139
2018-08-18 11:29:16,36.91736,89.557,577.516,934.4,-1.37,88.9,180,11.692,Balloon_20180818_1109_1139
2018-08-18 11:29:17,36.91675,89.5569,576.671,934.5,-1.37,88.9,239,11.784,Balloon_20180818_1109_1139
2018-08-18 11:29:18,36.91611,89.5569,575.404,934.65,-1.37,88.9,68,11.784,Balloon_20180818_1109_1139
2018-08-18 11:29:19,36.91559,89.5569,574.137,934.8,-1.35,88.9,189,11.69,Balloon_20180818_1109_1139
2018-08-18 11:29:20,36.91511,89.5569,573.293,934.9,-1.35,88.9,260,11.502,Balloon_20180818_1109_1139
2018-08-18 11:29:21,36.9147,89.5569,572.449,935.0,-1.35,88.9,272,11.688,Balloon_20180818_1109_1139
2018-08-18 11:29:22,36.91421,89.5569,571.604,935.1,-1.36,88.8,144,11.781,Balloon_20180818_1109_1139
2018-08-18 11:29:23,36.91367,89.5569,570.76,935.2,-1.35,88.9,270,11.967,Balloon_20180818_1109_1139
2018-08-18 11:29:24,36.91336,89.5569,569.916,935.3,-1.33,88.8,240,11.78,Balloon_20180818_1109_1139
2018-08-18 11:29:25,36.91319,89.5569,569.072,935.4,-1.34,88.8,263,11.686,Balloon_20180818_1109_1139
2018-08-18 11:29:26,36.91281,89.5569,567.806,935.55,-1.35,88.8,235,11.592,Balloon_20180818_1109_1139
2018-08-18 11:29:27,36.9124,89.5569,566.541,935.7,-1.33,88.8,227,11.591,Balloon_20180818_1109_1139
2018-08-18 11:29:28,36.91208,89.5568,565.697,935.8,-1.33,88.8,209,11.59,Balloon_20180818_1109_1139
2018-08-18 11:29:29,36.91182,89.5568,564.853,935.9,-1.33,88.8,231,11.87,Balloon_20180818_1109_1139
2018-08-18 11:29:30,36.91166,89.5568,564.01,936.0,-1.33,88.8,42,11.869,Balloon_20180818_1109_1139
2018-08-18 11:29:31,36.91146,89.5568,563.166,936.1,-1.28,88.8,206,11.403,Balloon_20180818_1109_1139
2018-08-18 11:29:32,36.91095,89.5568,561.901,936.25,-1.26,88.8,261,11.309,Balloon_20180818_1109_1139
2018-08-18 11:29:33,36.91039,89.5568,560.636,936.4,-1.24,88.8,247,11.682,Balloon_20180818_1109_1139
2018-08-18 11:29:34,36.91003,89.5568,559.793,936.5,-1.23,88.8,138,11.495,Balloon_20180818_1109_1139
2018-08-18 11:29:35,36.90974,89.5568,558.95,936.6,-1.22,88.7,247,11.401,Balloon_20180818_1109_1139
2018-08-18 11:29:36,36.90964,89.5568,558.107,936.7,-1.2,88.7,245,11.214,Balloon_20180818_1109_1139
2018-08-18 11:29:37,36.90942,89.5568,557.264,936.8,-1.18,88.6,166,11.307,Balloon_20180818_1109_1139
2018-08-18 11:29:38,36.90889,89.5568,555.999,936.95,-1.175,88.6,250,11.493,Balloon_20180818_1109_1139
2018-08-18 11:29:39,36.90828,89.5568,554.735,937.1,-1.17,88.6,233,11.586,Balloon_20180818_1109_1139
2018-08-18 11:29:40,36.90774,89.5567,553.893,937.2,-1.15,88.5,221,11.492,Balloon_20180818_1109_1139
2018-08-18 11:29:41,36.90719,89.5567,553.05,937.3,-1.15,88.5,273,11.772,Balloon_20180818_1109_1139
2018-08-18 11:29:42,36.90672,89.5567,551.786,937.45,-1.16,88.5,209,11.77,Balloon_20180818_1109_1139
2018-08-18 11:29:43,36.90631,89.5567,550.523,937.6,-1.15,88.5,91,11.77,Balloon_20180818_1109_1139
2018-08-18 11:29:44,36.906,89.5567,549.68,937.7,-1.16,88.5,245,11.769,Balloon_20180818_1109_1139
2018-08-18 11:29:45,36.90563,89.5567,548.838,937.8,-1.14,88.4,255,11.582,Balloon_20180818_1109_1139
2018-08-18 11:29:46,36.9052,89.5567,547.996,937.9,-1.12,88.4,262,11.675,Balloon_20180818_1109_1139
2018-08-18 11:29:47,36.90463,89.5567,547.154,938.0,-1.09,88.4,257,11.862,Balloon_20180818_1109_1139
2018-08-18 11:29:48,36.90396,89.5567,545.891,938.15,-1.085,88.35,244,11.674,Balloon_20180818_1109_1139
2018-08-18 11:29:49,36.90329,89.5567,544.628,938.3,-1.08,88.3,204,11.86,Balloon_20180818_1109_1139
2018-08-18 11:29:50,36.9024,89.5567,543.786,938.4,-1.06,88.3,234,12.046,Balloon_20180818_1109_1139
2018-08-18 11:29:51,36.90153,89.5567,542.944,938.5,-1.1,88.3,249,12.045,Balloon_20180818_1109_1139
2018-08-18 11:29:52,36.90096,89.5566,542.103,938.6,-1.11,88.3,251,11.858,Balloon_20180818_1109_1139
2018-08-18 11:29:53,36.90038,89.5566,541.261,938.7,-1.1,88.3,273,11.484,Balloon_20180818_1109_1139
2018-08-18 11:29:54,36.8998,89.5566,540.419,938.8,-1.08,88.2,239,11.577,Balloon_20180818_1109_1139
2018-08-18 11:29:55,36.8994,89.5566,539.578,938.9,-1.07,88.2,241,11.763,Balloon_20180818_1109_1139
2018-08-18 11:29:56,36.89883,89.5566,538.316,939.05,-1.06,88.2,187,11.763,Balloon_20180818_1109_1139
2018-08-18 11:29:57,36.89799,89.5566,537.054,939.2,-1.055,88.2,275,11.855,Balloon_20180818_1109_1139
2018-08-18 11:29:58,36.89726,89.5566,536.213,939.3,-1.05,88.2,267,12.041,Balloon_20180818_1109_1139
2018-08-18 11:29:59,36.89662,89.5566,535.372,939.4,-1.05,88.2,260,11.947,Balloon_20180818_1109_1139
2018-08-18 11:30:00,36.89602,89.5566,534.11,939.55,-1.05,88.2,38,11.76,Balloon_20180818_1109_1139
2018-08-18 11:30:01,36.89548,89.5566,532.849,939.7,-1.03,88.1,238,11.945,Balloon_20180818_1109_1139
2018-08-18 11:30:02,36.895,89.5566,532.008,939.8,-1.02,88.1,230,11.759,Balloon_20180818_1109_1139
2018-08-18 11:30:03,36.8944,89.5566,531.167,939.9,-1.03,88.1,67,11.944,Balloon_20180818_1109_1139
2018-08-18 11:30:04,36.89396,89.5565,530.327,940.0,-1.01,88.1,199,11.571,Balloon_20180818_1109_1139
2018-08-18 11:30:05,36.89367,89.5565,529.486,940.1,-1.01,88.1,250,11.664,Balloon_20180818_1109_1139
2018-08-18 11:30:06,36.89369,89.5565,528.225,940.25,-1.0,88.1,255,11.477,Balloon_20180818_1109_1139
2018-08-18 11:30:07,36.89363,89.5565,526.965,940.4,-0.99,88.1,90,11.663,Balloon_20180818_1109_1139
2018-08-18 11:30:08,36.89311,89.5565,526.125,940.5,-1.0,88.1,272,11.941,Balloon_20180818_1109_1139
2018-08-18 11:30:09,36.89255,89.5565,525.284,940.6,-1.01,88.1,261,11.754,Balloon_20180818_1109_1139
2018-08-18 11:30:10,36.89248,89.5565,524.024,940.75,-1.01,88.1,184,11.66,Balloon_20180818_1109_1139
2018-08-18 11:30:11,36.8925,89.5565,522.764,940.9,-1.01,88.0,254,11.473,Balloon_20180818_1109_1139
2018-08-18 11:30:12,36.8924,89.5565,521.924,941.0,-0.99,88.0,243,11.659,Balloon_20180818_1109_1139
2018-08-18 11:30:13,36.89235,89.5565,521.084,941.1,-0.98,88.1,232,11.752,Balloon_20180818_1109_1139
2018-08-18 11:30:14,36.89227,89.5564,519.825,941.25,-0.97,88.1,268,11.658,Balloon_20180818_1109_1139
2018-08-18 11:30:15,36.89196,89.5564,518.565,941.4,-0.97,88.0,225,11.657,Balloon_20180818_1109_1139
2018-08-18 11:30:16,36.8916,89.5564,517.726,941.5,-0.97,88.0,272,11.749,Balloon_20180818_1109_1139
2018-08-18 11:30:17,36.89122,89.5564,516.886,941.6,-0.97,88.0,222,11.749,Balloon_20180818_1109_1139
2018-08-18 11:30:18,36.8908,89.5564,515.627,941.75,-0.95,88.0,253,11.469,Balloon_20180818_1109_1139
2018-08-18 11:30:19,36.8904,89.5564,514.368,941.9,-0.96,88.0,246,11.654,Balloon_20180818_1109_1139
2018-08-18 11:30:20,36.89014,89.5564,513.529,942.0,-0.94,88.0,178,11.654,Balloon_20180818_1109_1139
2018-08-18 11:30:21,36.88987,89.5564,512.69,942.1,-0.94,88.0,114,11.746,Balloon_20180818_1109_1139
2018-08-18 11:30:22,36.88935,89.5564,511.431,942.25,-0.96,87.9,252,11.838,Balloon_20180818_1109_1139
2018-08-18 11:30:23,36.88889,89.5564,510.173,942.4,-0.95,87.9,237,11.93,Balloon_20180818_1109_1139
2018-08-18 11:30:24,36.88869,89.5564,508.914,942.55,-0.95,88.0,157,12.022,Balloon_20180818_1109_1139
2018-08-18 11:30:25,36.88842,89.5564,507.656,942.7,-0.95,88.0,178,11.928,Balloon_20180818_1109_1139
2018-08-18 11:30:26,36.88811,89.5564,506.818,942.8,-0.95,88.0,258,12.113,Balloon_20180818_1109_1139
2018-08-18 11:30:27,36.888,89.5563,505.979,942.9,-0.96,88.0,115,12.02,Balloon_20180818_1109_1139
2018-08-18 11:30:28,36.88797,89.5563,504.721,943.05,-0.97,88.0,249,11.926,Balloon_20180818_1109_1139
2018-08-18 11:30:29,36.88786,89.5563,503.464,943.2,-0.97,87.9,237,11.925,Balloon_20180818_1109_1139
2018-08-18 11:30:30,36.88777,89.5563,502.626,943.3,-0.96,87.9,264,12.11,Balloon_20180818_1109_1139
2018-08-18 11:30:31,36.88763,89.5563,501.787,943.4,-0.95,87.9,246,12.11,Balloon_20180818_1109_1139
2018-08-18 11:30:32,36.88748,89.5563,500.53,943.55,-0.95,87.9,247,12.109,Balloon_20180818_1109_1139
2018-08-18 11:30:33,36.88734,89.5563,499.273,943.7,-0.94,87.8,191,12.015,Balloon_20180818_1109_1139
2018-08-18 11:30:34,36.88718,89.5563,498.435,943.8,-0.94,87.8,244,12.014,Balloon_20180818_1109_1139
2018-08-18 11:30:35,36.88704,89.5563,497.597,943.9,-0.94,87.8,255,12.107,Balloon_20180818_1109_1139
2018-08-18 11:30:36,36.88691,89.5563,496.341,944.05,-0.93,87.8,212,12.106,Balloon_20180818_1109_1139
2018-08-18 11:30:37,36.88686,89.5562,495.084,944.2,-0.93,87.7,256,12.198,Balloon_20180818_1109_1139
2018-08-18 11:30:38,36.8868,89.5562,493.828,944.35,-0.92,87.7,170,12.011,Balloon_20180818_1109_1139
2018-08-18 11:30:39,36.88665,89.5562,492.572,944.5,-0.91,87.7,265,12.103,Balloon_20180818_1109_1139
2018-08-18 11:30:40,36.88642,89.5562,491.734,944.6,-0.9,87.7,231,12.01,Balloon_20180818_1109_1139
2018-08-18 11:30:41,36.88607,89.5562,490.897,944.7,-0.89,87.6,257,12.103,Balloon_20180818_1109_1139
2018-08-18 11:30:42,36.88571,89.5562,489.641,944.85,-0.88,87.6,267,12.009,Balloon_20180818_1109_1139
2018-08-18 11:30:43,36.88537,89.5562,488.386,945.0,-0.875,87.6,116,12.008,Balloon_20180818_1109_1139
2018-08-18 11:30:44,36.88506,89.5562,487.549,945.1,-0.87,87.6,182,12.101,Balloon_20180818_1109_1139
2018-08-18 11:30:45,36.88462,89.5562,486.712,945.2,-0.86,87.6,258,12.193,Balloon_20180818_1109_1139
2018-08-18 11:30:46,36.88426,89.5562,485.457,945.35,-0.84,87.6,240,12.192,Balloon_20180818_1109_1139
2018-08-18 11:30:47,36.88393,89.5562,484.202,945.5,-0.83,87.6,121,12.006,Balloon_20180818_1109_1139
2018-08-18 11:30:48,36.88372,89.5562,483.365,945.6,-0.82,87.5,255,12.191,Balloon_20180818_1109_1139
2018-08-18 11:30:49,36.88353,89.5561,482.528,945.7,-0.82,87.5,247,12.005,Balloon_20180818_1109_1139
2018-08-18 11:30:50,36.88331,89.5561,481.274,945.85,-0.81,87.5,260,11.911,Balloon_20180818_1109_1139
2018-08-18 11:30:51,36.88311,89.5561,480.019,946.0,-0.8,87.5,233,12.004,Balloon_20180818_1109_1139
2018-08-18 11:30:52,36.88295,89.5561,479.183,946.1,-0.79,87.4,260,12.003,Balloon_20180818_1109_1139
2018-08-18 11:30:53,36.88271,89.5561,478.347,946.2,-0.785,87.4,238,12.095,Balloon_20180818_1109_1139
2018-08-18 11:30:54,36.88241,89.5561,477.093,946.35,-0.78,87.4,258,12.002,Balloon_20180818_1109_1139
2018-08-18 11:30:55,36.88211,89.5561,475.839,946.5,-0.77,87.4,223,12.094,Balloon_20180818_1109_1139
2018-08-18 11:30:56,36.8818,89.5561,475.003,946.6,-0.76,87.4,238,12.001,Balloon_20180818_1109_1139
2018-08-18 11:30:57,36.88136,89.5561,474.167,946.7,-0.75,87.3,266,12.093,Balloon_20180818_1109_1139
2018-08-18 11:30:58,36.88099,89.5561,472.913,946.85,-0.74,87.3,239,11.999,Balloon_20180818_1109_1139
2018-08-18 11:30:59,36.88054,89.5561,471.66,947.0,-0.74,87.3,250,12.091,Balloon_20180818_1109_1139
2018-08-18 11:31:00,36.88004,89.556,470.824,947.1,-0.74,87.2,215,12.183,Balloon_20180818_1109_1139
2018-08-18 11:31:01,36.87951,89.556,469.989,947.2,-0.73,87.2,241,12.09,Balloon_20180818_1109_1139
2018-08-18 11:31:02,36.87904,89.556,468.736,947.35,-0.73,87.2,256,12.089,Balloon_20180818_1109_1139
2018-08-18 11:31:03,36.87847,89.556,467.483,947.5,-0.73,87.2,271,12.181,Balloon_20180818_1109_1139
2018-08-18 11:31:04,36.8779,89.556,466.648,947.6,-0.73,87.3,257,12.18,Balloon_20180818_1109_1139
2018-08-18 11:31:05,36.8772,89.556,465.812,947.7,-0.73,87.3,267,12.18,Balloon_20180818_1109_1139
2018-08-18 11:31:06,36.87646,89.556,464.977,947.8,-0.73,87.3,247,12.272,Balloon_20180818_1109_1139
2018-08-18 11:31:07,36.87573,89.556,464.142,947.9,-0.73,87.3,247,12.271,Balloon_20180818_1109_1139
2018-08-18 11:31:08,36.87496,89.556,462.89,948.05,-0.72,87.3,240,12.178,Balloon_20180818_1109_1139
2018-08-18 11:31:09,36.87416,89.556,461.638,948.2,-0.71,87.3,256,12.177,Balloon_20180818_1109_1139
2018-08-18 11:31:10,36.87322,89.556,460.803,948.3,-0.7,87.2,135,12.362,Balloon_20180818_1109_1139
2018-08-18 11:31:11,36.87222,89.556,459.969,948.4,-0.69,87.2,117,12.361,Balloon_20180818_1109_1139
2018-08-18 11:31:12,36.87124,89.556,458.717,948.55,-0.685,87.2,250,12.268,Balloon_20180818_1109_1139
2018-08-18 11:31:13,36.87022,89.5559,457.465,948.7,-0.68,87.2,225,12.267,Balloon_20180818_1109_1139
2018-08-18 11:31:14,36.86921,89.5559,456.631,948.8,-0.67,87.2,264,12.174,Balloon_20180818_1109_1139
2018-08-18 11:31:15,36.86825,89.5559,455.796,948.9,-0.67,87.2,268,12.359,Balloon_20180818_1109_1139
2018-08-18 11:31:16,36.86733,89.5559,454.962,949.0,-0.66,87.1,143,12.173,Balloon_20180818_1109_1139
2018-08-18 11:31:17,36.86645,89.5559,454.128,949.1,-0.65,87.1,134,12.173,Balloon_20180818_1109_1139
2018-08-18 11:31:18,36.86556,89.5559,452.877,949.25,-0.64,87.0,161,12.172,Balloon_20180818_1109_1139
2018-08-18 11:31:19,36.86464,89.5559,451.626,949.4,-0.64,87.0,247,12.171,Balloon_20180818_1109_1139
2018-08-18 11:31:20,36.86371,89.5559,450.375,949.55,-0.63,87.0,133,12.17,Balloon_20180818_1109_1139
2018-08-18 11:31:21,36.86286,89.5559,449.125,949.7,-0.625,86.95,162,12.262,Balloon_20180818_1109_1139
2018-08-18 11:31:22,36.86194,89.5559,448.291,949.8,-0.62,86.9,229,12.076,Balloon_20180818_1109_1139
2018-08-18 11:31:23,36.86109,89.5559,447.458,949.9,-0.61,86.9,254,12.168,Balloon_20180818_1109_1139
2018-08-18 11:31:24,36.86023,89.5559,446.208,950.05,-0.61,86.9,126,12.075,Balloon_20180818_1109_1139
2018-08-18 11:31:25,36.85931,89.5559,444.957,950.2,-0.6,86.8,209,12.167,Balloon_20180818_1109_1139
2018-08-18 11:31:26,36.85836,89.5559,444.124,950.3,-0.59,86.8,166,12.166,Balloon_20180818_1109_1139
2018-08-18 11:31:27,36.85749,89.5559,443.291,950.4,-0.58,86.8,245,12.258,Balloon_20180818_1109_1139
2018-08-18 11:31:28,36.8566,89.5559,442.041,950.55,-0.57,86.8,250,12.258,Balloon_20180818_1109_1139
2018-08-18 11:31:29,36.85558,89.5559,440.792,950.7,-0.56,86.8,231,12.072,Balloon_20180818_1109_1139
2018-08-18 11:31:30,36.85458,89.5559,439.959,950.8,-0.555,86.75,215,12.256,Balloon_20180818_1109_1139
2018-08-18 11:31:31,36.85362,89.5558,439.126,950.9,-0.55,86.7,237,12.256,Balloon_20180818_1109_1139
2018-08-18 11:31:32,36.85264,89.5558,437.877,951.05,-0.54,86.7,228,12.255,Balloon_20180818_1109_1139
2018-08-18 11:31:33,36.85167,89.5558,436.628,951.2,-0.53,86.7,241,12.162,Balloon_20180818_1109_1139
2018-08-18 11:31:34,36.85078,89.5558,435.379,951.35,-0.52,86.7,288,12.161,Balloon_20180818_1109_1139
2018-08-18 11:31:35,36.84993,89.5558,434.13,951.5,-0.51,86.7,156,12.16,Balloon_20180818_1109_1139
2018-08-18 11:31:36,36.84901,89.5558,433.298,951.6,-0.5,86.6,208,12.252,Balloon_20180818_1109_1139
2018-08-18 11:31:37,36.84803,89.5558,432.466,951.7,-0.49,86.6,263,12.159,Balloon_20180818_1109_1139
2018-08-18 11:31:38,36.8471,89.5558,431.218,951.85,-0.48,86.6,265,12.251,Balloon_20180818_1109_1139
2018-08-18 11:31:39,36.84625,89.5558,429.969,952.0,-0.475,86.55,247,12.25,Balloon_20180818_1109_1139
2018-08-18 11:31:40,36.84541,89.5558,428.721,952.15,-0.47,86.5,215,12.25,Balloon_20180818_1109_1139
2018-08-18 11:31:41,36.84451,89.5558,427.474,952.3,-0.46,86.5,229,12.249,Balloon_20180818_1109_1139
2018-08-18 11:31:42,36.84368,89.5558,426.642,952.4,-0.45,86.5,227,12.248,Balloon_20180818_1109_1139
2018-08-18 11:31:43,36.84282,89.5558,425.81,952.5,-0.45,86.45,275,12.248,Balloon_20180818_1109_1139
2018-08-18 11:31:44,,,424.563,952.65,-0.44,86.4,264,12.201,Balloon_20180818_1109_1139
2018-08-18 11:31:45,36.84111,89.5558,423.315,952.8,-0.43,86.4,253,12.154,Balloon_20180818_1109_1139
2018-08-18 11:31:46,36.84035,89.5557,422.484,952.9,-0.42,86.4,252,12.246,Balloon_20180818_1109_1139
2018-08-18 11:31:47,36.83961,89.5557,421.653,953.0,-0.41,86.4,257,12.245,Balloon_20180818_1109_1139
2018-08-18 11:31:48,36.83881,89.5557,420.821,953.1,-0.4,86.4,214,12.337,Balloon_20180818_1109_1139
2018-08-18 11:31:49,36.83799,89.5557,419.99,953.2,-0.395,86.35,7,12.244,Balloon_20180818_1109_1139
2018-08-18 11:31:50,36.8372,89.5557,418.743,953.35,-0.39,86.3,247,12.244,Balloon_20180818_1109_1139
2018-08-18 11:31:51,36.83641,89.5557,417.497,953.5,-0.38,86.3,252,12.335,Balloon_20180818_1109_1139
2018-08-18 11:31:52,36.83564,89.5557,416.666,953.6,-0.37,86.3,233,12.242,Balloon_20180818_1109_1139
2018-08-18 11:31:53,36.83487,89.5557,415.835,953.7,-0.36,86.2,207,12.15,Balloon_20180818_1109_1139
2018-08-18 11:31:54,36.83417,89.5557,414.589,953.85,-0.35,86.2,255,12.241,Balloon_20180818_1109_1139
2018-08-18 11:31:55,36.83343,89.5557,413.343,954.0,-0.35,86.2,266,12.24,Balloon_20180818_1109_1139
2018-08-18 11:31:56,36.83276,89.5557,412.512,954.1,-0.34,86.1,268,12.24,Balloon_20180818_1109_1139
2018-08-18 11:31:57,36.83207,89.5557,411.682,954.2,-0.34,86.1,274,12.239,Balloon_20180818_1109_1139
2018-08-18 11:31:58,36.83139,89.5556,410.436,954.35,-0.35,86.1,207,12.238,Balloon_20180818_1109_1139
2018-08-18 11:31:59,36.83077,89.5556,409.191,954.5,-0.36,86.1,118,11.96,Balloon_20180818_1109_1139
2018-08-18 11:32:00,36.8302,89.5556,407.945,954.65,-0.36,86.1,246,12.051,Balloon_20180818_1109_1139
2018-08-18 11:32:01,36.82964,89.5556,406.7,954.8,-0.36,86.0,224,12.05,Balloon_20180818_1109_1139
2018-08-18 11:32:02,36.829,89.5556,405.87,954.9,-0.35,86.0,248,11.957,Balloon_20180818_1109_1139
2018-08-18 11:32:03,36.82838,89.5556,405.04,955.0,-0.34,86.0,257,11.957,Balloon_20180818_1109_1139
2018-08-18 11:32:04,36.82773,89.5556,403.795,955.15,-0.32,86.0,240,11.864,Balloon_20180818_1109_1139
2018-08-18 11:32:05,36.82711,89.5556,402.551,955.3,-0.34,86.0,258,11.863,Balloon_20180818_1109_1139
2018-08-18 11:32:06,36.82648,89.5556,401.306,955.45,-0.35,86.0,263,11.861,Balloon_20180818_1109_1139
2018-08-18 11:32:07,36.82594,89.5556,400.062,955.6,-0.36,86.0,241,11.583,Balloon_20180818_1109_1139
2018-08-18 11:32:08,36.82542,89.5556,399.233,955.7,-0.37,86.0,233,11.582,Balloon_20180818_1109_1139
2018-08-18 11:32:09,36.82489,89.5556,398.403,955.8,-0.38,86.0,238,11.489,Balloon_20180818_1109_1139
2018-08-18 11:32:10,36.82438,89.5556,397.159,955.95,-0.38,86.0,212,11.488,Balloon_20180818_1109_1139
2018-08-18 11:32:11,36.82379,89.5555,395.915,956.1,-0.35,86.1,239,11.487,Balloon_20180818_1109_1139
2018-08-18 11:32:12,36.82326,89.5555,394.672,956.25,-0.34,86.0,252,11.487,Balloon_20180818_1109_1139
2018-08-18 11:32:13,36.82289,89.5555,393.428,956.4,-0.36,86.1,197,11.578,Balloon_20180818_1109_1139
2018-08-18 11:32:14,36.82254,89.5555,392.599,956.5,-0.38,86.1,208,11.577,Balloon_20180818_1109_1139
2018-08-18 11:32:15,36.82229,89.5555,391.771,956.6,-0.39,86.1,168,11.576,Balloon_20180818_1109_1139
2018-08-18 11:32:16,36.8219,89.5555,390.527,956.75,-0.39,86.1,250,11.39,Balloon_20180818_1109_1139
2018-08-18 11:32:17,36.82124,89.5555,389.285,956.9,-0.39,86.1,209,11.482,Balloon_20180818_1109_1139
2018-08-18 11:32:18,36.82038,89.5555,388.042,957.05,-0.39,86.1,153,11.296,Balloon_20180818_1109_1139
