Event,Latitude,Longitude,Site,Source,URL ref,δ34S Py,Age,Samp type,Dist shore,Water depth descr,Elevation,Depth sed,SR,CH4,Main lith,CaCO3,TOC,Analyt method,Date/Time
SO147_45MC,-9.6912,-78.6832,45MC,Boening et al. (2004),doi:10.1016/j.gca.2004.04.027,-34.7,,Sediment core,35.0,Shelf,-153.0,,1800.0,Unknown,Mud,,10.5,CRS,2000-06-15 12:45:00
SO147_45MC,-9.6912,-78.6832,45MC,Boening et al. (2004),doi:10.1016/j.gca.2004.04.027,-33.2,,Sediment core,35.0,Shelf,-153.0,,1800.0,Unknown,Mud,,12.8,CRS,2000-06-15 12:45:00
SO147_45MC,-9.6912,-78.6832,45MC,Boening et al. (2004),doi:10.1016/j.gca.2004.04.027,-32.4,,Sediment core,35.0,Shelf,-153.0,,1800.0,Unknown,Mud,,10.0,CRS,2000-06-15 12:45:00
93-603B,35.4952,-70.0285,DSDP-93-603B,Bonnell & Anderson (1987),doi:10.2973/dsdp.proc.93.157.1987,-34.4,85.0,Sediment core,,,,,,Unknown,Mud,,,Other,1983-05-05 00:00:00
93-603B,35.4952,-70.0285,DSDP-93-603B,Bonnell & Anderson (1987),doi:10.2973/dsdp.proc.93.157.1987,-37.1,88.0,Sediment core,,,,,,Unknown,Mud,,,Other,1983-05-05 00:00:00
93-603B,35.4952,-70.0285,DSDP-93-603B,Bonnell & Anderson (1987),doi:10.2973/dsdp.proc.93.157.1987,-28.6,97.2,Sediment core,,,,,,Unknown,Mud,,,Other,1983-05-05 00:00:00
93-603B,35.4952,-70.0285,DSDP-93-603B,Bonnell & Anderson (1987),doi:10.2973/dsdp.proc.93.157.1987,-26.8,97.2,Sediment core,,,,,,Unknown,Mud,,,Other,1983-05-05 00:00:00
93-603B,35.4952,-70.0285,DSDP-93-603B,Bonnell & Anderson (1987),doi:10.2973/dsdp.proc.93.157.1987,-13.1,97.2,Sediment core,,,,,,Unknown,Mud,,,Hand-picked,1983-05-05 00:00:00
93-603B,35.4952,-70.0285,DSDP-93-603B,Bonnell & Anderson (1987),doi:10.2973/dsdp.proc.93.157.1987,-31.4,97.2,Sediment core,,,,,,Unknown,Mud,,,Other,1983-05-05 00:00:00
93-603B,35.4952,-70.0285,DSDP-93-603B,Bonnell & Anderson (1987),doi:10.2973/dsdp.proc.93.157.1987,-34.2,97.2,Sediment core,,,,,,Unknown,Mud,,,Other,1983-05-05 00:00:00
93-603B,35.4952,-70.0285,DSDP-93-603B,Bonnell & Anderson (1987),doi:10.2973/dsdp.proc.93.157.1987,-24.1,97.2,Sediment core,,,,,,Unknown,Mud,,,Other,1983-05-05 00:00:00
93-603B,35.4952,-70.0285,DSDP-93-603B,Bonnell & Anderson (1987),doi:10.2973/dsdp.proc.93.157.1987,-36.2,97.2,Sediment core,,,,,,Unknown,Mud,,,Other,1983-05-05 00:00:00
93-603B,35.4952,-70.0285,DSDP-93-603B,Bonnell & Anderson (1987),doi:10.2973/dsdp.proc.93.157.1987,-31.0,97.2,Sediment core,,,,,,Unknown,Mud,,,Other,1983-05-05 00:00:00
93-603B,35.4952,-70.0285,DSDP-93-603B,Bonnell & Anderson (1987),doi:10.2973/dsdp.proc.93.157.1987,-24.5,97.2,Sediment core,,,,,,Unknown,Mud,,,Other,1983-05-05 00:00:00
93-603B,35.4952,-70.0285,DSDP-93-603B,Bonnell & Anderson (1987),doi:10.2973/dsdp.proc.93.157.1987,-2.8,97.2,Sediment core,,,,,,Unknown,Mud,,,Other,1983-05-05 00:00:00
93-603B,35.4952,-70.0285,DSDP-93-603B,Bonnell & Anderson (1987),doi:10.2973/dsdp.proc.93.157.1987,-36.1,97.2,Sediment core,,,,,,Unknown,Mud,,,Other,1983-05-05 00:00:00
93-603B,35.4952,-70.0285,DSDP-93-603B,Bonnell & Anderson (1987),doi:10.2973/dsdp.proc.93.157.1987,-31.5,97.2,Sediment core,,,,,,Unknown,Mud,,,Other,1983-05-05 00:00:00
93-603B,35.4952,-70.0285,DSDP-93-603B,Bonnell & Anderson (1987),doi:10.2973/dsdp.proc.93.157.1987,-32.0,97.2,Sediment core,,,,,,Unknown,Mud,,,Other,1983-05-05 00:00:00
93-603B,35.4952,-70.0285,DSDP-93-603B,Bonnell & Anderson (1987),doi:10.2973/dsdp.proc.93.157.1987,-18.8,97.2,Sediment core,,,,,,Unknown,Mud,,,Other,1983-05-05 00:00:00
93-603B,35.4952,-70.0285,DSDP-93-603B,Bonnell & Anderson (1987),doi:10.2973/dsdp.proc.93.157.1987,-25.6,97.2,Sediment core,,,,,,Unknown,Mud,,,Other,1983-05-05 00:00:00
93-603B,35.4952,-70.0285,DSDP-93-603B,Bonnell & Anderson (1987),doi:10.2973/dsdp.proc.93.157.1987,-31.7,97.2,Sediment core,,,,,,Unknown,Mud,,,Other,1983-05-05 00:00:00
93-603B,35.4952,-70.0285,DSDP-93-603B,Bonnell & Anderson (1987),doi:10.2973/dsdp.proc.93.157.1987,-33.1,97.2,Sediment core,,,,,,Unknown,Mud,,,Other,1983-05-05 00:00:00
93-603B,35.4952,-70.0285,DSDP-93-603B,Bonnell & Anderson (1987),doi:10.2973/dsdp.proc.93.157.1987,-41.3,97.2,Sediment core,,,,,,Unknown,Mud,,,Fine-scale drill,1983-05-05 00:00:00
93-603B,35.4952,-70.0285,DSDP-93-603B,Bonnell & Anderson (1987),doi:10.2973/dsdp.proc.93.157.1987,-46.4,97.2,Sediment core,,,,,,Unknown,Mud,,,Fine-scale drill,1983-05-05 00:00:00
93-603B,35.4952,-70.0285,DSDP-93-603B,Bonnell & Anderson (1987),doi:10.2973/dsdp.proc.93.157.1987,-48.6,97.2,Sediment core,,,,,,Unknown,Mud,,,Fine-scale drill,1983-05-05 00:00:00
93-603B,35.4952,-70.0285,DSDP-93-603B,Bonnell & Anderson (1987),doi:10.2973/dsdp.proc.93.157.1987,-47.8,97.2,Sediment core,,,,,,Unknown,Mud,,,Fine-scale drill,1983-05-05 00:00:00
93-603B,35.4952,-70.0285,DSDP-93-603B,Bonnell & Anderson (1987),doi:10.2973/dsdp.proc.93.157.1987,-28.4,97.2,Sediment core,,,,,,Unknown,Mud,,,Fine-scale drill,1983-05-05 00:00:00
93-603B,35.4952,-70.0285,DSDP-93-603B,Bonnell & Anderson (1987),doi:10.2973/dsdp.proc.93.157.1987,-39.1,97.2,Sediment core,,,,,,Unknown,Mud,,,Fine-scale drill,1983-05-05 00:00:00
93-603B,35.4952,-70.0285,DSDP-93-603B,Bonnell & Anderson (1987),doi:10.2973/dsdp.proc.93.157.1987,-34.8,97.2,Sediment core,,,,,,Unknown,Mud,,,Fine-scale drill,1983-05-05 00:00:00
93-603B,35.4952,-70.0285,DSDP-93-603B,Bonnell & Anderson (1987),doi:10.2973/dsdp.proc.93.157.1987,-32.7,97.2,Sediment core,,,,,,Unknown,Mud,,,Fine-scale drill,1983-05-05 00:00:00
93-603B,35.4952,-70.0285,DSDP-93-603B,Bonnell & Anderson (1987),doi:10.2973/dsdp.proc.93.157.1987,-27.8,97.2,Sediment core,,,,,,Unknown,Mud,,,Fine-scale drill,1983-05-05 00:00:00
93-603B,35.4952,-70.0285,DSDP-93-603B,Bonnell & Anderson (1987),doi:10.2973/dsdp.proc.93.157.1987,-26.6,97.2,Sediment core,,,,,,Unknown,Mud,,,Fine-scale drill,1983-05-05 00:00:00
93-603B,35.4952,-70.0285,DSDP-93-603B,Bonnell & Anderson (1987),doi:10.2973/dsdp.proc.93.157.1987,15.1,97.2,Sediment core,,,,,,Unknown,Mud,,,Fine-scale drill,1983-05-05 00:00:00
93-603B,35.4952,-70.0285,DSDP-93-603B,Bonnell & Anderson (1987),doi:10.2973/dsdp.proc.93.157.1987,25.3,97.2,Sediment core,,,,,,Unknown,Mud,,,Fine-scale drill,1983-05-05 00:00:00
93-603B,35.4952,-70.0285,DSDP-93-603B,Bonnell & Anderson (1987),doi:10.2973/dsdp.proc.93.157.1987,32.1,97.2,Sediment core,,,,,,Unknown,Mud,,,Fine-scale drill,1983-05-05 00:00:00
93-603B,35.4952,-70.0285,DSDP-93-603B,Bonnell & Anderson (1987),doi:10.2973/dsdp.proc.93.157.1987,-13.6,97.2,Sediment core,,,,,,Unknown,Mud,,,Fine-scale drill,1983-05-05 00:00:00
93-603B,35.4952,-70.0285,DSDP-93-603B,Bonnell & Anderson (1987),doi:10.2973/dsdp.proc.93.157.1987,33.5,97.2,Sediment core,,,,,,Unknown,Mud,,,Fine-scale drill,1983-05-05 00:00:00
Boettcher_Lepland_2000,58.609,18.718,,Boettcher & Lepland (2000),doi:10.1016/S0924-7963(00)00023-3,-39.4,,Sediment core,48.0,Shelf,-221.0,1.9,,Unknown,Clay,,,Hand-picked,
Boettcher_etal_2000,53.4,8.13,,Boettcher et al. (2000),doi:10.1016/S0278-4343(00)00046-7,-15.4,,Sediment core,0.0,Shelf,0.0,,,Unknown,Mud,,,TRS,
Boettcher_etal_2000,53.4,8.13,,Boettcher et al. (2000),doi:10.1016/S0278-4343(00)00046-7,-15.9,,Sediment core,0.0,Shelf,0.0,,,Unknown,Mud,,,TRS,
Boettcher_etal_2000,53.4,8.13,,Boettcher et al. (2000),doi:10.1016/S0278-4343(00)00046-7,-16.7,,Sediment core,0.0,Shelf,0.0,,,Unknown,Mud,,,TRS,
Boettcher_etal_2000,53.4,8.13,,Boettcher et al. (2000),doi:10.1016/S0278-4343(00)00046-7,-16.6,,Sediment core,0.0,Shelf,0.0,,,Unknown,Mud,,,TRS,
Boettcher_etal_2000,53.4,8.13,,Boettcher et al. (2000),doi:10.1016/S0278-4343(00)00046-7,-16.6,,Sediment core,0.0,Shelf,0.0,,,Unknown,Mud,,,TRS,
160-963,37.034,13.1798,ODP-160-963,Boettcher et al. (2003),doi:10.1016/S0031-0182(02)00604-1,-39.4,0.1,Sediment core,38.0,Slope,-450.0,40.5,111.0,Low,Clay,,,TRS,1995-03-14 00:00:00
160-963,37.034,13.1798,ODP-160-963,Boettcher et al. (2003),doi:10.1016/S0031-0182(02)00604-1,-36.3,0.3,Sediment core,38.0,Slope,-450.0,90.5,195.0,Low,Clay,,,TRS,1995-03-14 00:00:00
160-963,37.034,13.1798,ODP-160-963,Boettcher et al. (2003),doi:10.1016/S0031-0182(02)00604-1,-40.0,0.6,Sediment core,38.0,Slope,-450.0,134.3,255.0,Low,Clay,,,TRS,1995-03-14 00:00:00
160-963,37.034,13.1798,ODP-160-963,Boettcher et al. (2003),doi:10.1016/S0031-0182(02)00604-1,-41.4,1.0,Sediment core,38.0,Slope,-450.0,164.2,85.0,Low,Clay,,,TRS,1995-03-14 00:00:00
160-963,37.034,13.1798,ODP-160-963,Boettcher et al. (2003),doi:10.1016/S0031-0182(02)00604-1,-42.6,1.0,Sediment core,38.0,Slope,-450.0,167.8,85.0,Low,Clay,,,TRS,1995-03-14 00:00:00
160-963,37.034,13.1798,ODP-160-963,Boettcher et al. (2003),doi:10.1016/S0031-0182(02)00604-1,-41.1,1.1,Sediment core,38.0,Slope,-450.0,170.1,85.0,Low,Clay,,,TRS,1995-03-14 00:00:00
160-963,37.034,13.1798,ODP-160-963,Boettcher et al. (2003),doi:10.1016/S0031-0182(02)00604-1,-31.1,1.1,Sediment core,38.0,Slope,-450.0,173.0,85.0,Low,Clay,,,TRS,1995-03-14 00:00:00
160-963,37.034,13.1798,ODP-160-963,Boettcher et al. (2003),doi:10.1016/S0031-0182(02)00604-1,-29.4,1.1,Sediment core,38.0,Slope,-450.0,173.0,85.0,Low,Clay,,,TRS,1995-03-14 00:00:00
160-963,37.034,13.1798,ODP-160-963,Boettcher et al. (2003),doi:10.1016/S0031-0182(02)00604-1,-40.4,1.2,Sediment core,38.0,Slope,-450.0,180.7,85.0,Low,Clay,,,TRS,1995-03-14 00:00:00
160-963,37.034,13.1798,ODP-160-963,Boettcher et al. (2003),doi:10.1016/S0031-0182(02)00604-1,-41.1,1.2,Sediment core,38.0,Slope,-450.0,182.5,85.0,Low,Clay,,,TRS,1995-03-14 00:00:00
160-963,37.034,13.1798,ODP-160-963,Boettcher et al. (2003),doi:10.1016/S0031-0182(02)00604-1,-42.6,1.3,Sediment core,38.0,Slope,-450.0,190.9,85.0,Low,Clay,,,TRS,1995-03-14 00:00:00
160-963,37.034,13.1798,ODP-160-963,Boettcher et al. (2003),doi:10.1016/S0031-0182(02)00604-1,-37.7,1.3,Sediment core,38.0,Slope,-450.0,194.0,85.0,Low,Clay,,,TRS,1995-03-14 00:00:00
160-963,37.034,13.1798,ODP-160-963,Boettcher et al. (2003),doi:10.1016/S0031-0182(02)00604-1,-42.1,1.4,Sediment core,38.0,Slope,-450.0,203.0,85.0,Low,Clay,,,TRS,1995-03-14 00:00:00
160-963,37.034,13.1798,ODP-160-963,Boettcher et al. (2003),doi:10.1016/S0031-0182(02)00604-1,-36.5,1.4,Sediment core,38.0,Slope,-450.0,203.9,85.0,Low,Clay,,,TRS,1995-03-14 00:00:00
160-963,37.034,13.1798,ODP-160-963,Boettcher et al. (2003),doi:10.1016/S0031-0182(02)00604-1,-34.6,1.3,Sediment core,38.0,Slope,-450.0,196.3,85.0,Low,Clay,,,TRS,1995-03-14 00:00:00
160-963,37.034,13.1798,ODP-160-963,Boettcher et al. (2003),doi:10.1016/S0031-0182(02)00604-1,-32.4,1.3,Sediment core,38.0,Slope,-450.0,196.3,85.0,Low,Clay,,,TRS,1995-03-14 00:00:00
181-1119,-44.7555,172.3934,ODP-181-1119,Boettcher et al. (2004),doi:10.1016/S0025-3227(04)00026-X,-7.0,6.2,Sediment core,88.0,Slope,-396.0,,,High,,,,TRS,1998-08-05 00:00:00
181-1122,-46.5797,-177.3936,ODP-181-1122,Boettcher et al. (2004),doi:10.1016/S0025-3227(04)00026-X,-18.3,17.1,Sediment core,805.0,Abyssal,-4432.0,,20.0,High,Clay,,,TRS,1998-09-04 00:00:00
181-1123,-41.786,-171.499,ODP-181-1123,Boettcher et al. (2004),doi:10.1016/S0025-3227(04)00026-X,-40.8,-102.0,Sediment core,936.0,Abyssal,-3290.0,,50.0,Low,Chalk,,,TRS,1998-09-12 00:00:00
181-1123,-41.786,-171.499,ODP-181-1123,Boettcher et al. (2004),doi:10.1016/S0025-3227(04)00026-X,-49.6,2.8,Sediment core,936.0,Abyssal,-3290.0,,36.0,Low,Chalk,,,TRS,1998-09-12 00:00:00
181-1124,-39.4983,-176.5316,ODP-181-1124,Boettcher et al. (2004),doi:10.1016/S0025-3227(04)00026-X,-50.9,11.4,Sediment core,455.0,Abyssal,-3978.0,,44.0,Low,,,,TRS,1998-09-24 00:00:00
181-1125,-42.5498,-178.1665,ODP-181-1125,Boettcher et al. (2004),doi:10.1016/S0025-3227(04)00026-X,-50.9,11.4,Sediment core,488.0,Abyssal,-1350.0,,180.0,High,,,,TRS,1998-10-01 00:00:00
Bruchert_Pratt_1999_CB,30.128,-85.595,Callaway Bayou,Bruechert & Pratt (1999),doi:10.1023/A:1009661812641,-27.9,,Sediment core,,Shelf,,0.5,,Unknown,,,,CRS,
Bruchert_Pratt_1999_CB,30.128,-85.595,Callaway Bayou,Bruechert & Pratt (1999),doi:10.1023/A:1009661812641,-26.9,,Sediment core,,Shelf,,0.4,,Unknown,,,,CRS,
Bruchert_Pratt_1999_CB,30.128,-85.595,Callaway Bayou,Bruechert & Pratt (1999),doi:10.1023/A:1009661812641,-26.1,,Sediment core,,Shelf,,0.5,,Unknown,,,,CRS,
Bruchert_Pratt_1999_CB,30.128,-85.595,Callaway Bayou,Bruechert & Pratt (1999),doi:10.1023/A:1009661812641,-25.8,,Sediment core,,Shelf,,0.2,,Unknown,,,,CRS,
Bruchert_Pratt_1999_CB,30.128,-85.595,Callaway Bayou,Bruechert & Pratt (1999),doi:10.1023/A:1009661812641,-25.5,,Sediment core,,Shelf,,0.2,,Unknown,,,,CRS,
Bruchert_Pratt_1999_CB,30.128,-85.595,Callaway Bayou,Bruechert & Pratt (1999),doi:10.1023/A:1009661812641,-24.7,,Sediment core,,Shelf,,0.0,,Unknown,,,,CRS,
Bruchert_Pratt_1999_CB,30.128,-85.595,Callaway Bayou,Bruechert & Pratt (1999),doi:10.1023/A:1009661812641,-24.7,,Sediment core,,Shelf,,0.2,,Unknown,,,,CRS,
Bruchert_Pratt_1999_CB,30.128,-85.595,Callaway Bayou,Bruechert & Pratt (1999),doi:10.1023/A:1009661812641,-24.5,,Sediment core,,Shelf,,0.1,,Unknown,,,,CRS,
Bruchert_Pratt_1999_CB,30.128,-85.595,Callaway Bayou,Bruechert & Pratt (1999),doi:10.1023/A:1009661812641,-24.2,,Sediment core,,Shelf,,0.1,,Unknown,,,,CRS,
Bruchert_Pratt_1999_CB,30.128,-85.595,Callaway Bayou,Bruechert & Pratt (1999),doi:10.1023/A:1009661812641,-24.1,,Sediment core,,Shelf,,0.1,,Unknown,,,,CRS,
Bruchert_Pratt_1999_CB,30.128,-85.595,Callaway Bayou,Bruechert & Pratt (1999),doi:10.1023/A:1009661812641,-24.0,,Sediment core,,Shelf,,0.0,,Unknown,,,,CRS,
Bruchert_Pratt_1999_CB,30.128,-85.595,Callaway Bayou,Bruechert & Pratt (1999),doi:10.1023/A:1009661812641,-24.0,,Sediment core,,Shelf,,0.1,,Unknown,,,,CRS,
Bruchert_Pratt_1999_CB,30.128,-85.595,Callaway Bayou,Bruechert & Pratt (1999),doi:10.1023/A:1009661812641,-23.9,,Sediment core,,Shelf,,0.0,,Unknown,,,,CRS,
Bruchert_Pratt_1999_CB,30.128,-85.595,Callaway Bayou,Bruechert & Pratt (1999),doi:10.1023/A:1009661812641,-23.9,,Sediment core,,Shelf,,0.0,,Unknown,,,,CRS,
Bruchert_Pratt_1999_CB,30.128,-85.595,Callaway Bayou,Bruechert & Pratt (1999),doi:10.1023/A:1009661812641,-23.8,,Sediment core,,Shelf,,0.0,,Unknown,,,,CRS,
Bruchert_Pratt_1999_CB,30.128,-85.595,Callaway Bayou,Bruechert & Pratt (1999),doi:10.1023/A:1009661812641,-23.8,,Sediment core,,Shelf,,0.1,,Unknown,,,,CRS,
Bruchert_Pratt_1999_WB,30.128,-85.595,Watson Bayou,Bruechert & Pratt (1999),doi:10.1023/A:1009661812641,-26.0,,Sediment core,,Shelf,,0.6,,Unknown,,,,CRS,
Bruchert_Pratt_1999_WB,30.128,-85.595,Watson Bayou,Bruechert & Pratt (1999),doi:10.1023/A:1009661812641,-24.9,,Sediment core,,Shelf,,0.5,,Unknown,,,,CRS,
Bruchert_Pratt_1999_WB,30.128,-85.595,Watson Bayou,Bruechert & Pratt (1999),doi:10.1023/A:1009661812641,-24.8,,Sediment core,,Shelf,,0.3,,Unknown,,,,CRS,
Bruchert_Pratt_1999_WB,30.128,-85.595,Watson Bayou,Bruechert & Pratt (1999),doi:10.1023/A:1009661812641,-20.5,,Sediment core,,Shelf,,0.3,,Unknown,,,,CRS,
Bruchert_Pratt_1999_WB,30.128,-85.595,Watson Bayou,Bruechert & Pratt (1999),doi:10.1023/A:1009661812641,-19.8,,Sediment core,,Shelf,,0.0,,Unknown,,,,CRS,
Bruchert_Pratt_1999_WB,30.128,-85.595,Watson Bayou,Bruechert & Pratt (1999),doi:10.1023/A:1009661812641,-19.3,,Sediment core,,Shelf,,0.1,,Unknown,,,,CRS,
Bruchert_Pratt_1999_WB,30.128,-85.595,Watson Bayou,Bruechert & Pratt (1999),doi:10.1023/A:1009661812641,-19.3,,Sediment core,,Shelf,,0.1,,Unknown,,,,CRS,
Bruchert_Pratt_1999_WB,30.128,-85.595,Watson Bayou,Bruechert & Pratt (1999),doi:10.1023/A:1009661812641,-19.1,,Sediment core,,Shelf,,0.1,,Unknown,,,,CRS,
Bruchert_Pratt_1999_WB,30.128,-85.595,Watson Bayou,Bruechert & Pratt (1999),doi:10.1023/A:1009661812641,-19.0,,Sediment core,,Shelf,,0.2,,Unknown,,,,CRS,
Bruchert_Pratt_1999_WB,30.128,-85.595,Watson Bayou,Bruechert & Pratt (1999),doi:10.1023/A:1009661812641,-18.9,,Sediment core,,Shelf,,0.1,,Unknown,,,,CRS,
Bruchert_Pratt_1999_WB,30.128,-85.595,Watson Bayou,Bruechert & Pratt (1999),doi:10.1023/A:1009661812641,-18.8,,Sediment core,,Shelf,,0.2,,Unknown,,,,CRS,
Bruchert_Pratt_1999_WB,30.128,-85.595,Watson Bayou,Bruechert & Pratt (1999),doi:10.1023/A:1009661812641,-18.7,,Sediment core,,Shelf,,0.0,,Unknown,,,,CRS,
Bruchert_Pratt_1999_WB,30.128,-85.595,Watson Bayou,Bruechert & Pratt (1999),doi:10.1023/A:1009661812641,-18.6,,Sediment core,,Shelf,,0.1,,Unknown,,,,CRS,
175-1084,-25.5137,13.0278,ODP-175-1084,Bruechert et al. (2000),doi:10.1016/S0025-3227(99)00099-7,-39.7,0.1,Sediment core,181.0,Slope,-2004.0,,250.0,High,Clay,,,CRS,1997-09-21 00:00:00
175-1084,-25.5137,13.0278,ODP-175-1084,Bruechert et al. (2000),doi:10.1016/S0025-3227(99)00099-7,-40.1,0.1,Sediment core,181.0,Slope,-2004.0,,250.0,High,Clay,,,CRS,1997-09-21 00:00:00
175-1084,-25.5137,13.0278,ODP-175-1084,Bruechert et al. (2000),doi:10.1016/S0025-3227(99)00099-7,-39.7,0.1,Sediment core,181.0,Slope,-2004.0,,250.0,High,Clay,,,CRS,1997-09-21 00:00:00
175-1084,-25.5137,13.0278,ODP-175-1084,Bruechert et al. (2000),doi:10.1016/S0025-3227(99)00099-7,-40.7,0.1,Sediment core,181.0,Slope,-2004.0,,250.0,High,Clay,,,CRS,1997-09-21 00:00:00
175-1084,-25.5137,13.0278,ODP-175-1084,Bruechert et al. (2000),doi:10.1016/S0025-3227(99)00099-7,-40.1,0.1,Sediment core,181.0,Slope,-2004.0,,250.0,High,Clay,,,CRS,1997-09-21 00:00:00
175-1084,-25.5137,13.0278,ODP-175-1084,Bruechert et al. (2000),doi:10.1016/S0025-3227(99)00099-7,-38.7,0.1,Sediment core,181.0,Slope,-2004.0,,250.0,High,Clay,,,CRS,1997-09-21 00:00:00
175-1084,-25.5137,13.0278,ODP-175-1084,Bruechert et al. (2000),doi:10.1016/S0025-3227(99)00099-7,-38.9,0.1,Sediment core,181.0,Slope,-2004.0,,250.0,High,Clay,,,CRS,1997-09-21 00:00:00
175-1084,-25.5137,13.0278,ODP-175-1084,Bruechert et al. (2000),doi:10.1016/S0025-3227(99)00099-7,-37.9,0.1,Sediment core,181.0,Slope,-2004.0,,250.0,High,Clay,,,CRS,1997-09-21 00:00:00
175-1084,-25.5137,13.0278,ODP-175-1084,Bruechert et al. (2000),doi:10.1016/S0025-3227(99)00099-7,-39.8,0.1,Sediment core,181.0,Slope,-2004.0,,250.0,High,Clay,,,CRS,1997-09-21 00:00:00
175-1084,-25.5137,13.0278,ODP-175-1084,Bruechert et al. (2000),doi:10.1016/S0025-3227(99)00099-7,-38.7,0.1,Sediment core,181.0,Slope,-2004.0,,250.0,High,Clay,,,CRS,1997-09-21 00:00:00
175-1084,-25.5137,13.0278,ODP-175-1084,Bruechert et al. (2000),doi:10.1016/S0025-3227(99)00099-7,-39.2,0.1,Sediment core,181.0,Slope,-2004.0,,250.0,High,Clay,,,CRS,1997-09-21 00:00:00
175-1084,-25.5137,13.0278,ODP-175-1084,Bruechert et al. (2000),doi:10.1016/S0025-3227(99)00099-7,-37.5,0.2,Sediment core,181.0,Slope,-2004.0,,250.0,High,Clay,,,CRS,1997-09-21 00:00:00
175-1084,-25.5137,13.0278,ODP-175-1084,Bruechert et al. (2000),doi:10.1016/S0025-3227(99)00099-7,-38.2,0.2,Sediment core,181.0,Slope,-2004.0,,250.0,High,Clay,,,CRS,1997-09-21 00:00:00
175-1084,-25.5137,13.0278,ODP-175-1084,Bruechert et al. (2000),doi:10.1016/S0025-3227(99)00099-7,-35.8,0.2,Sediment core,181.0,Slope,-2004.0,,250.0,High,Clay,,,CRS,1997-09-21 00:00:00
175-1084,-25.5137,13.0278,ODP-175-1084,Bruechert et al. (2000),doi:10.1016/S0025-3227(99)00099-7,-36.5,0.2,Sediment core,181.0,Slope,-2004.0,,250.0,High,Clay,,,CRS,1997-09-21 00:00:00
175-1084,-25.5137,13.0278,ODP-175-1084,Bruechert et al. (2000),doi:10.1016/S0025-3227(99)00099-7,-34.6,0.2,Sediment core,181.0,Slope,-2004.0,,250.0,High,Clay,,,CRS,1997-09-21 00:00:00
175-1084,-25.5137,13.0278,ODP-175-1084,Bruechert et al. (2000),doi:10.1016/S0025-3227(99)00099-7,-38.7,0.2,Sediment core,181.0,Slope,-2004.0,,250.0,High,Clay,,,CRS,1997-09-21 00:00:00
175-1084,-25.5137,13.0278,ODP-175-1084,Bruechert et al. (2000),doi:10.1016/S0025-3227(99)00099-7,-40.2,0.2,Sediment core,181.0,Slope,-2004.0,,250.0,High,Clay,,,CRS,1997-09-21 00:00:00
175-1084,-25.5137,13.0278,ODP-175-1084,Bruechert et al. (2000),doi:10.1016/S0025-3227(99)00099-7,-37.7,0.2,Sediment core,181.0,Slope,-2004.0,,250.0,High,Clay,,,CRS,1997-09-21 00:00:00
175-1084,-25.5137,13.0278,ODP-175-1084,Bruechert et al. (2000),doi:10.1016/S0025-3227(99)00099-7,-37.0,0.2,Sediment core,181.0,Slope,-2004.0,,250.0,High,Clay,,,CRS,1997-09-21 00:00:00
175-1084,-25.5137,13.0278,ODP-175-1084,Bruechert et al. (2000),doi:10.1016/S0025-3227(99)00099-7,-38.3,0.2,Sediment core,181.0,Slope,-2004.0,,250.0,High,Clay,,,CRS,1997-09-21 00:00:00
175-1084,-25.5137,13.0278,ODP-175-1084,Bruechert et al. (2000),doi:10.1016/S0025-3227(99)00099-7,-36.5,0.2,Sediment core,181.0,Slope,-2004.0,,250.0,High,Clay,,,CRS,1997-09-21 00:00:00
175-1084,-25.5137,13.0278,ODP-175-1084,Bruechert et al. (2000),doi:10.1016/S0025-3227(99)00099-7,-34.7,2.3,Sediment core,181.0,Slope,-2004.0,,170.0,High,Clay,,,CRS,1997-09-21 00:00:00
175-1084,-25.5137,13.0278,ODP-175-1084,Bruechert et al. (2000),doi:10.1016/S0025-3227(99)00099-7,-37.1,2.3,Sediment core,181.0,Slope,-2004.0,,170.0,High,Clay,,,CRS,1997-09-21 00:00:00
175-1084,-25.5137,13.0278,ODP-175-1084,Bruechert et al. (2000),doi:10.1016/S0025-3227(99)00099-7,-39.7,2.3,Sediment core,181.0,Slope,-2004.0,,170.0,High,Clay,,,CRS,1997-09-21 00:00:00
175-1084,-25.5137,13.0278,ODP-175-1084,Bruechert et al. (2000),doi:10.1016/S0025-3227(99)00099-7,-40.1,2.3,Sediment core,181.0,Slope,-2004.0,,170.0,High,Clay,,,CRS,1997-09-21 00:00:00
175-1084,-25.5137,13.0278,ODP-175-1084,Bruechert et al. (2000),doi:10.1016/S0025-3227(99)00099-7,-39.4,2.3,Sediment core,181.0,Slope,-2004.0,,170.0,High,Clay,,,CRS,1997-09-21 00:00:00
175-1084,-25.5137,13.0278,ODP-175-1084,Bruechert et al. (2000),doi:10.1016/S0025-3227(99)00099-7,-35.4,2.3,Sediment core,181.0,Slope,-2004.0,,170.0,High,Clay,,,CRS,1997-09-21 00:00:00
175-1084,-25.5137,13.0278,ODP-175-1084,Bruechert et al. (2000),doi:10.1016/S0025-3227(99)00099-7,-33.1,2.3,Sediment core,181.0,Slope,-2004.0,,170.0,High,Clay,,,CRS,1997-09-21 00:00:00
175-1084,-25.5137,13.0278,ODP-175-1084,Bruechert et al. (2000),doi:10.1016/S0025-3227(99)00099-7,-32.9,2.3,Sediment core,181.0,Slope,-2004.0,,170.0,High,Clay,,,CRS,1997-09-21 00:00:00
