Depth sed,Sect,Depth sect,Core diam dev,P-wave travel time,Vp-a,AGR,Event,Latitude,Longitude,Elevation,Date/Time
2.03,3,12.65,-0.21,125.1,100,28321.0,MSM44_362-1,75.97917,-66.04717,-705.0,2015-07-12 15:22:00
2.04,3,13.65,-0.23,125.0,100,,MSM44_362-1,75.97917,-66.04717,-705.0,2015-07-12 15:22:00
2.05,3,14.65,-0.24,124.35,100,,MSM44_362-1,75.97917,-66.04717,-705.0,2015-07-12 15:22:00
2.06,3,15.65,-0.24,124.6,100,,MSM44_362-1,75.97917,-66.04717,-705.0,2015-07-12 15:22:00
2.07,3,16.65,-0.24,124.95,100,,MSM44_362-1,75.97917,-66.04717,-705.0,2015-07-12 15:22:00
2.08,3,17.65,-0.25,124.9,100,,MSM44_362-1,75.97917,-66.04717,-705.0,2015-07-12 15:22:00
2.09,3,18.65,-0.25,124.75,100,,MSM44_362-1,75.97917,-66.04717,-705.0,2015-07-12 15:22:00
2.1,3,19.65,-0.25,124.65,100,,MSM44_362-1,75.97917,-66.04717,-705.0,2015-07-12 15:22:00
2.11,3,20.65,-0.26,124.45,100,,MSM44_362-1,75.97917,-66.04717,-705.0,2015-07-12 15:22:00
2.12,3,21.65,-0.26,125.15,100,,MSM44_362-1,75.97917,-66.04717,-705.0,2015-07-12 15:22:00
2.13,3,22.65,-0.26,125.05,100,,MSM44_362-1,75.97917,-66.04717,-705.0,2015-07-12 15:22:00
2.14,3,23.65,-0.26,124.9,100,,MSM44_362-1,75.97917,-66.04717,-705.0,2015-07-12 15:22:00
2.15,3,24.65,-0.26,124.5,100,,MSM44_362-1,75.97917,-66.04717,-705.0,2015-07-12 15:22:00
2.16,3,25.65,-0.26,124.75,100,,MSM44_362-1,75.97917,-66.04717,-705.0,2015-07-12 15:22:00
2.17,3,26.65,-0.26,124.45,100,,MSM44_362-1,75.97917,-66.04717,-705.0,2015-07-12 15:22:00
