Date/Time,Height,WV mix ratio,WV mix ratio e,NOBS,δ18O H2O,δ18O H2O std dev,NOBS_2,δD H2O vapour,δD H2O vapour std dev,NOBS_3,d xs,d xs std dev,NOBS_4,Event,Latitude,Longitude,Elevation
2017-02-17 02:00:00,24,2.36,0.03,17.0,-27.67,0.22,17.0,-203.62,1.62,17.0,17.74,1.03,17.0,GVN,-70.65,-8.25,42.0
2017-02-17 03:00:00,24,2.41,0.12,60.0,-27.17,1.22,60.0,-201.23,8.22,60.0,16.16,2.54,60.0,GVN,-70.65,-8.25,42.0
2017-02-17 04:00:00,24,2.39,0.05,60.0,-26.62,0.34,60.0,-193.89,2.75,60.0,19.07,1.34,60.0,GVN,-70.65,-8.25,42.0
2017-02-17 05:00:00,24,2.36,0.03,60.0,-26.57,0.18,60.0,-193.66,1.38,60.0,18.87,0.75,60.0,GVN,-70.65,-8.25,42.0
2017-02-17 06:00:00,24,2.27,0.08,60.0,-27.04,0.4,60.0,-197.52,2.95,60.0,18.8,0.62,60.0,GVN,-70.65,-8.25,42.0
2017-02-17 07:00:00,24,2.22,0.03,60.0,-27.64,0.15,60.0,-202.82,1.15,60.0,18.3,0.7,60.0,GVN,-70.65,-8.25,42.0
2017-02-17 08:00:00,24,2.21,0.04,60.0,-27.42,0.13,60.0,-200.42,0.63,60.0,18.91,0.84,60.0,GVN,-70.65,-8.25,42.0
2017-02-17 09:00:00,24,2.14,0.02,60.0,-27.4,0.18,60.0,-199.35,1.5,60.0,19.83,0.71,60.0,GVN,-70.65,-8.25,42.0
2017-02-17 10:00:00,24,2.12,0.03,60.0,-27.3,0.17,60.0,-198.35,1.17,60.0,20.01,0.66,60.0,GVN,-70.65,-8.25,42.0
2017-02-17 11:00:00,24,2.04,0.03,60.0,-27.71,0.22,60.0,-201.2,1.88,60.0,20.46,0.83,60.0,GVN,-70.65,-8.25,42.0
2017-02-17 12:00:00,24,2.08,0.04,60.0,-28.28,0.36,60.0,-205.39,2.33,60.0,20.85,0.83,60.0,GVN,-70.65,-8.25,42.0
2017-02-17 13:00:00,24,2.16,0.04,60.0,-29.02,0.22,60.0,-211.48,2.15,60.0,20.7,0.86,60.0,GVN,-70.65,-8.25,42.0
2017-02-17 14:00:00,24,2.19,0.03,60.0,-29.55,0.33,60.0,-217.09,3.04,60.0,19.33,0.8,60.0,GVN,-70.65,-8.25,42.0
2017-02-17 15:00:00,24,2.34,0.07,60.0,-29.95,0.28,60.0,-219.93,1.85,60.0,19.64,0.73,60.0,GVN,-70.65,-8.25,42.0
2017-02-17 16:00:00,24,2.33,0.02,60.0,-30.73,0.12,60.0,-225.84,0.79,60.0,19.98,0.83,60.0,GVN,-70.65,-8.25,42.0
2017-02-17 17:00:00,24,2.25,0.01,60.0,-30.61,0.15,60.0,-225.18,1.0,60.0,19.68,0.67,60.0,GVN,-70.65,-8.25,42.0
2017-02-17 18:00:00,24,2.25,0.03,60.0,-30.21,0.23,60.0,-222.45,1.63,60.0,19.26,0.62,60.0,GVN,-70.65,-8.25,42.0
2017-02-17 19:00:00,24,2.24,0.03,60.0,-30.08,0.23,60.0,-222.05,1.98,60.0,18.63,0.56,60.0,GVN,-70.65,-8.25,42.0
2017-02-17 20:00:00,24,2.14,0.01,60.0,-30.43,0.14,60.0,-225.32,0.98,60.0,18.15,0.68,60.0,GVN,-70.65,-8.25,42.0
2017-02-17 21:00:00,24,2.06,0.05,60.0,-30.95,0.16,60.0,-229.87,1.52,60.0,17.73,0.72,60.0,GVN,-70.65,-8.25,42.0
2017-02-17 22:00:00,24,1.93,0.04,60.0,-31.29,0.3,60.0,-232.67,2.29,60.0,17.64,0.76,60.0,GVN,-70.65,-8.25,42.0
2017-02-17 23:00:00,24,1.86,0.05,60.0,-31.41,0.18,60.0,-233.52,1.06,60.0,17.73,0.85,60.0,GVN,-70.65,-8.25,42.0
2017-02-18 00:00:00,24,1.87,0.12,60.0,-31.3,0.68,60.0,-230.93,6.25,60.0,19.43,1.32,60.0,GVN,-70.65,-8.25,42.0
2017-02-18 01:00:00,24,1.8,0.03,22.0,-31.9,0.1,22.0,-236.19,1.36,22.0,19.02,1.22,22.0,GVN,-70.65,-8.25,42.0
2017-02-18 02:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-18 03:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-18 04:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-18 05:00:00,24,1.83,0.15,28.0,-30.46,0.68,28.0,-222.39,4.47,28.0,21.26,1.56,28.0,GVN,-70.65,-8.25,42.0
2017-02-18 06:00:00,24,1.29,0.06,60.0,-33.68,0.95,60.0,-248.96,8.23,60.0,20.52,1.2,60.0,GVN,-70.65,-8.25,42.0
2017-02-18 07:00:00,24,1.29,0.04,60.0,-34.34,0.16,60.0,-255.28,0.97,60.0,19.42,0.88,60.0,GVN,-70.65,-8.25,42.0
2017-02-18 08:00:00,24,1.46,0.07,60.0,-33.44,0.32,60.0,-247.71,3.03,60.0,19.78,0.92,60.0,GVN,-70.65,-8.25,42.0
2017-02-18 09:00:00,24,1.66,0.06,60.0,-32.62,0.38,60.0,-240.12,2.55,60.0,20.86,0.94,60.0,GVN,-70.65,-8.25,42.0
2017-02-18 10:00:00,24,1.77,0.1,60.0,-32.62,0.61,60.0,-238.81,5.06,60.0,22.13,1.0,60.0,GVN,-70.65,-8.25,42.0
2017-02-18 11:00:00,24,1.74,0.06,60.0,-32.23,0.31,60.0,-234.69,2.07,60.0,23.12,1.15,60.0,GVN,-70.65,-8.25,42.0
2017-02-18 12:00:00,24,1.87,0.03,60.0,-31.44,0.25,60.0,-229.28,1.92,60.0,22.24,0.98,60.0,GVN,-70.65,-8.25,42.0
2017-02-18 13:00:00,24,2.02,0.06,60.0,-31.12,0.21,60.0,-226.26,1.49,60.0,22.71,0.92,60.0,GVN,-70.65,-8.25,42.0
2017-02-18 14:00:00,24,1.97,0.03,60.0,-31.46,0.18,60.0,-228.84,1.25,60.0,22.83,1.0,60.0,GVN,-70.65,-8.25,42.0
2017-02-18 15:00:00,24,1.96,0.06,60.0,-31.61,0.33,60.0,-229.04,1.82,60.0,23.87,1.09,60.0,GVN,-70.65,-8.25,42.0
2017-02-18 16:00:00,24,1.83,0.03,60.0,-32.63,0.14,60.0,-235.96,1.33,60.0,25.07,0.78,60.0,GVN,-70.65,-8.25,42.0
2017-02-18 17:00:00,24,1.77,0.02,60.0,-32.86,0.11,60.0,-239.74,1.0,60.0,23.1,1.14,60.0,GVN,-70.65,-8.25,42.0
2017-02-18 18:00:00,24,1.79,0.06,60.0,-32.8,0.39,60.0,-241.36,2.22,60.0,21.01,1.68,60.0,GVN,-70.65,-8.25,42.0
2017-02-18 19:00:00,24,1.86,0.06,60.0,-32.29,0.27,60.0,-239.34,1.85,60.0,18.99,1.04,60.0,GVN,-70.65,-8.25,42.0
2017-02-18 20:00:00,24,1.85,0.1,60.0,-32.23,0.37,60.0,-238.53,2.9,60.0,19.29,1.13,60.0,GVN,-70.65,-8.25,42.0
2017-02-18 21:00:00,24,1.6,0.08,60.0,-33.28,0.19,60.0,-247.98,1.39,60.0,18.3,1.47,60.0,GVN,-70.65,-8.25,42.0
2017-02-18 22:00:00,24,1.68,0.13,60.0,-32.28,1.38,60.0,-240.47,11.61,60.0,17.78,1.51,60.0,GVN,-70.65,-8.25,42.0
2017-02-18 23:00:00,24,1.99,0.08,58.0,-28.84,0.81,58.0,-209.95,6.95,58.0,20.8,1.59,58.0,GVN,-70.65,-8.25,42.0
2017-02-19 00:00:00,24,2.18,0.11,30.0,-25.52,0.86,30.0,-189.83,5.4,30.0,14.35,2.11,30.0,GVN,-70.65,-8.25,42.0
2017-02-19 01:00:00,24,2.16,0.08,60.0,-25.31,0.28,60.0,-188.13,1.96,60.0,14.34,1.04,60.0,GVN,-70.65,-8.25,42.0
2017-02-19 02:00:00,24,2.01,0.03,60.0,-26.48,0.36,60.0,-190.52,1.25,60.0,21.36,2.88,60.0,GVN,-70.65,-8.25,42.0
2017-02-19 03:00:00,24,2.06,0.03,11.0,-26.34,0.4,11.0,-191.25,1.3,11.0,19.51,3.41,11.0,GVN,-70.65,-8.25,42.0
2017-02-19 04:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-19 05:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-19 06:00:00,24,2.5,0.02,38.0,-23.54,0.15,38.0,-168.23,1.12,38.0,20.11,0.43,38.0,GVN,-70.65,-8.25,42.0
2017-02-19 07:00:00,24,2.52,0.03,60.0,-23.54,0.13,60.0,-168.73,1.08,60.0,19.63,0.61,60.0,GVN,-70.65,-8.25,42.0
2017-02-19 08:00:00,24,2.63,0.03,60.0,-23.63,0.22,60.0,-169.8,1.67,60.0,19.24,0.6,60.0,GVN,-70.65,-8.25,42.0
2017-02-19 09:00:00,24,2.66,0.01,60.0,-24.25,0.24,60.0,-174.52,1.95,60.0,19.49,0.49,60.0,GVN,-70.65,-8.25,42.0
2017-02-19 10:00:00,24,2.81,0.06,60.0,-24.98,0.14,60.0,-184.47,3.61,60.0,15.36,2.74,60.0,GVN,-70.65,-8.25,42.0
2017-02-19 11:00:00,24,2.85,0.04,60.0,-25.24,0.15,60.0,-189.86,1.2,60.0,12.06,0.65,60.0,GVN,-70.65,-8.25,42.0
2017-02-19 12:00:00,24,2.72,0.06,60.0,-25.49,0.22,60.0,-191.09,1.36,60.0,12.84,0.98,60.0,GVN,-70.65,-8.25,42.0
2017-02-19 13:00:00,24,2.81,0.06,60.0,-25.25,0.25,60.0,-189.12,2.57,60.0,12.87,1.07,60.0,GVN,-70.65,-8.25,42.0
2017-02-19 14:00:00,24,2.94,0.06,60.0,-24.96,0.1,60.0,-185.59,2.56,60.0,14.08,2.13,60.0,GVN,-70.65,-8.25,42.0
2017-02-19 15:00:00,24,3.12,0.13,60.0,-24.42,0.41,60.0,-177.12,3.6,60.0,18.26,0.87,60.0,GVN,-70.65,-8.25,42.0
2017-02-19 16:00:00,24,3.1,0.07,60.0,-23.38,0.6,60.0,-168.05,5.05,60.0,18.99,0.75,60.0,GVN,-70.65,-8.25,42.0
2017-02-19 17:00:00,24,3.11,0.05,60.0,-23.26,0.53,60.0,-167.43,4.46,60.0,18.67,0.8,60.0,GVN,-70.65,-8.25,42.0
2017-02-19 18:00:00,24,3.1,0.04,60.0,-23.18,0.56,60.0,-167.66,4.86,60.0,17.82,0.83,60.0,GVN,-70.65,-8.25,42.0
2017-02-19 19:00:00,24,3.14,0.02,60.0,-22.26,0.41,60.0,-160.14,3.57,60.0,17.97,0.71,60.0,GVN,-70.65,-8.25,42.0
2017-02-19 20:00:00,24,3.19,0.02,60.0,-21.76,0.21,60.0,-156.36,1.64,60.0,17.69,0.45,60.0,GVN,-70.65,-8.25,42.0
2017-02-19 21:00:00,24,3.04,0.03,60.0,-22.13,0.12,60.0,-159.65,0.86,60.0,17.4,0.54,60.0,GVN,-70.65,-8.25,42.0
2017-02-19 22:00:00,24,3.0,0.02,60.0,-22.25,0.13,60.0,-160.94,0.92,60.0,17.03,0.53,60.0,GVN,-70.65,-8.25,42.0
2017-02-19 23:00:00,24,2.87,0.04,60.0,-22.92,0.17,60.0,-166.15,1.27,60.0,17.21,0.48,60.0,GVN,-70.65,-8.25,42.0
2017-02-20 00:00:00,24,2.76,0.02,60.0,-23.39,0.21,60.0,-169.86,1.39,60.0,17.24,0.58,60.0,GVN,-70.65,-8.25,42.0
2017-02-20 01:00:00,24,2.69,0.04,60.0,-23.95,0.27,60.0,-174.29,2.34,60.0,17.3,0.57,60.0,GVN,-70.65,-8.25,42.0
2017-02-20 02:00:00,24,2.61,0.03,60.0,-24.06,0.18,60.0,-175.09,1.28,60.0,17.37,0.55,60.0,GVN,-70.65,-8.25,42.0
2017-02-20 03:00:00,24,2.51,0.07,60.0,-24.13,0.27,60.0,-175.91,2.17,60.0,17.11,0.69,60.0,GVN,-70.65,-8.25,42.0
2017-02-20 04:00:00,24,2.27,0.08,60.0,-25.46,0.83,60.0,-189.1,5.45,60.0,14.56,2.76,60.0,GVN,-70.65,-8.25,42.0
2017-02-20 05:00:00,24,2.06,0.0,1.0,-27.87,0.0,1.0,-204.38,0.0,1.0,18.56,0.0,1.0,GVN,-70.65,-8.25,42.0
2017-02-20 06:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-20 07:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-20 08:00:00,24,2.44,0.08,47.0,-32.24,0.17,47.0,-243.27,1.38,47.0,14.63,0.71,47.0,GVN,-70.65,-8.25,42.0
2017-02-20 09:00:00,24,2.79,0.1,60.0,-31.74,0.24,60.0,-239.33,1.54,60.0,14.6,0.77,60.0,GVN,-70.65,-8.25,42.0
2017-02-20 10:00:00,24,3.0,0.08,60.0,-31.3,0.56,60.0,-235.07,4.43,60.0,15.34,0.62,60.0,GVN,-70.65,-8.25,42.0
2017-02-20 11:00:00,24,3.16,0.07,60.0,-30.27,0.43,60.0,-225.5,4.57,60.0,16.64,1.77,60.0,GVN,-70.65,-8.25,42.0
2017-02-20 12:00:00,24,3.17,0.05,60.0,-30.09,0.23,60.0,-223.59,2.18,60.0,17.1,0.73,60.0,GVN,-70.65,-8.25,42.0
2017-02-20 13:00:00,24,3.23,0.03,60.0,-30.36,0.15,60.0,-226.72,1.36,60.0,16.2,0.56,60.0,GVN,-70.65,-8.25,42.0
2017-02-20 14:00:00,24,3.35,0.05,60.0,-29.79,0.32,60.0,-222.96,2.43,60.0,15.4,0.62,60.0,GVN,-70.65,-8.25,42.0
2017-02-20 15:00:00,24,3.41,0.07,60.0,-29.95,0.39,60.0,-225.24,2.84,60.0,14.37,0.73,60.0,GVN,-70.65,-8.25,42.0
2017-02-20 16:00:00,24,3.33,0.06,60.0,-30.2,0.36,60.0,-228.03,2.11,60.0,13.57,0.96,60.0,GVN,-70.65,-8.25,42.0
2017-02-20 17:00:00,24,3.29,0.04,60.0,-29.8,0.59,60.0,-224.73,4.39,60.0,13.69,0.75,60.0,GVN,-70.65,-8.25,42.0
2017-02-20 18:00:00,24,3.19,0.1,60.0,-32.28,0.43,60.0,-244.97,3.58,60.0,13.28,0.63,60.0,GVN,-70.65,-8.25,42.0
2017-02-20 19:00:00,24,3.03,0.03,60.0,-31.86,0.72,60.0,-240.78,6.24,60.0,14.07,0.72,60.0,GVN,-70.65,-8.25,42.0
2017-02-20 20:00:00,24,3.02,0.03,60.0,-30.07,0.22,60.0,-225.03,2.06,60.0,15.54,0.66,60.0,GVN,-70.65,-8.25,42.0
2017-02-20 21:00:00,24,2.95,0.02,60.0,-29.95,0.16,60.0,-223.99,1.31,60.0,15.59,0.57,60.0,GVN,-70.65,-8.25,42.0
2017-02-20 22:00:00,24,3.01,0.02,60.0,-28.9,0.49,60.0,-215.12,3.94,60.0,16.05,0.52,60.0,GVN,-70.65,-8.25,42.0
2017-02-20 23:00:00,24,2.99,0.04,60.0,-28.23,0.21,60.0,-209.59,1.78,60.0,16.25,0.56,60.0,GVN,-70.65,-8.25,42.0
2017-02-21 00:00:00,24,3.0,0.04,60.0,-27.98,0.3,60.0,-207.37,2.5,60.0,16.47,0.63,60.0,GVN,-70.65,-8.25,42.0
2017-02-21 01:00:00,24,3.09,0.02,60.0,-27.97,0.32,60.0,-207.29,2.93,60.0,16.49,0.67,60.0,GVN,-70.65,-8.25,42.0
2017-02-21 02:00:00,24,3.08,0.01,60.0,-28.05,0.21,60.0,-208.0,1.39,60.0,16.38,0.52,60.0,GVN,-70.65,-8.25,42.0
2017-02-21 03:00:00,24,3.08,0.01,60.0,-28.58,0.13,60.0,-211.89,0.87,60.0,16.73,0.5,60.0,GVN,-70.65,-8.25,42.0
2017-02-21 04:00:00,24,3.11,0.01,60.0,-28.94,0.22,60.0,-215.01,1.89,60.0,16.51,0.52,60.0,GVN,-70.65,-8.25,42.0
2017-02-21 05:00:00,24,3.07,0.02,60.0,-29.64,0.13,60.0,-220.11,0.95,60.0,16.99,0.5,60.0,GVN,-70.65,-8.25,42.0
2017-02-21 06:00:00,24,3.04,0.01,52.0,-29.93,0.07,52.0,-222.42,0.39,52.0,17.0,0.47,52.0,GVN,-70.65,-8.25,42.0
2017-02-21 07:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-21 08:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-21 09:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-21 10:00:00,24,3.57,0.06,57.0,-29.34,0.16,57.0,-220.44,0.99,57.0,14.3,0.58,57.0,GVN,-70.65,-8.25,42.0
2017-02-21 11:00:00,24,3.59,0.02,60.0,-29.27,0.33,60.0,-219.51,2.38,60.0,14.62,0.64,60.0,GVN,-70.65,-8.25,42.0
2017-02-21 12:00:00,24,3.61,0.02,60.0,-28.74,0.13,60.0,-215.32,0.84,60.0,14.58,0.5,60.0,GVN,-70.65,-8.25,42.0
2017-02-21 13:00:00,24,3.57,0.02,60.0,-28.92,0.16,60.0,-216.68,1.11,60.0,14.71,0.52,60.0,GVN,-70.65,-8.25,42.0
2017-02-21 14:00:00,24,3.66,0.05,60.0,-28.71,0.25,60.0,-215.04,1.79,60.0,14.66,0.51,60.0,GVN,-70.65,-8.25,42.0
2017-02-21 15:00:00,24,3.65,0.02,60.0,-28.66,0.22,60.0,-214.63,1.52,60.0,14.65,0.55,60.0,GVN,-70.65,-8.25,42.0
2017-02-21 16:00:00,24,3.65,0.02,60.0,-28.9,0.16,60.0,-216.3,1.14,60.0,14.88,0.54,60.0,GVN,-70.65,-8.25,42.0
2017-02-21 17:00:00,24,3.59,0.04,60.0,-29.1,0.14,60.0,-218.05,0.9,60.0,14.76,0.56,60.0,GVN,-70.65,-8.25,42.0
2017-02-21 18:00:00,24,3.49,0.03,60.0,-29.15,0.15,60.0,-218.25,0.97,60.0,14.98,0.54,60.0,GVN,-70.65,-8.25,42.0
2017-02-21 19:00:00,24,3.45,0.02,60.0,-29.39,0.36,60.0,-219.77,2.49,60.0,15.33,0.59,60.0,GVN,-70.65,-8.25,42.0
2017-02-21 20:00:00,24,3.42,0.01,60.0,-29.9,0.2,60.0,-223.71,1.38,60.0,15.52,0.56,60.0,GVN,-70.65,-8.25,42.0
2017-02-21 21:00:00,24,3.39,0.02,60.0,-30.45,0.2,60.0,-227.55,1.31,60.0,16.05,0.58,60.0,GVN,-70.65,-8.25,42.0
2017-02-21 22:00:00,24,3.45,0.03,60.0,-30.72,0.15,60.0,-229.67,1.05,60.0,16.05,0.45,60.0,GVN,-70.65,-8.25,42.0
2017-02-21 23:00:00,24,3.49,0.02,60.0,-30.88,0.21,60.0,-231.09,1.47,60.0,15.92,0.57,60.0,GVN,-70.65,-8.25,42.0
2017-02-22 00:00:00,24,3.54,0.02,60.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-22 01:00:00,24,3.58,0.01,60.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-22 02:00:00,24,3.65,0.04,60.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-22 03:00:00,24,3.76,0.03,60.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-22 04:00:00,24,3.83,0.02,60.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-22 05:00:00,24,3.87,0.01,60.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-22 06:00:00,24,3.83,0.04,60.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-22 07:00:00,24,3.72,0.03,60.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-22 08:00:00,24,3.63,0.03,42.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-22 09:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-22 10:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-22 11:00:00,24,3.68,0.01,8.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-22 12:00:00,24,3.78,0.1,60.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-22 13:00:00,24,4.27,0.24,60.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-22 14:00:00,24,4.78,0.04,60.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-22 15:00:00,24,4.74,0.03,60.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-22 16:00:00,24,4.61,0.03,60.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-22 17:00:00,24,4.65,0.02,60.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-22 18:00:00,24,4.61,0.01,3.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-22 19:00:00,24,3.95,0.05,13.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-22 20:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-22 21:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-22 22:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-22 23:00:00,24,3.64,0.03,53.0,-20.6,0.34,53.0,-141.67,1.69,53.0,23.13,1.23,53.0,GVN,-70.65,-8.25,42.0
2017-02-23 00:00:00,24,3.74,0.12,60.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-23 01:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-23 02:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-23 03:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-23 04:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-23 05:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-23 06:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-23 07:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-23 08:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-23 09:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-23 10:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-23 11:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-23 12:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-23 13:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-23 14:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-23 15:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-23 16:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-23 17:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-23 18:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-23 19:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-23 20:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-23 21:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-23 22:00:00,24,,,0.0,,,0.0,,,0.0,,,0.0,GVN,-70.65,-8.25,42.0
2017-02-23 23:00:00,24,3.82,0.03,59.0,-23.49,0.26,59.0,-166.28,2.35,59.0,21.61,0.9,59.0,GVN,-70.65,-8.25,42.0
2017-02-24 00:00:00,24,3.82,0.05,60.0,-23.48,0.56,60.0,-167.26,3.83,60.0,20.6,0.89,60.0,GVN,-70.65,-8.25,42.0
2017-02-24 01:00:00,24,3.65,0.09,60.0,-23.51,0.68,60.0,-168.47,4.26,60.0,19.6,1.56,60.0,GVN,-70.65,-8.25,42.0
2017-02-24 02:00:00,24,3.74,0.09,60.0,-22.8,0.82,60.0,-164.37,5.67,60.0,18.04,1.08,60.0,GVN,-70.65,-8.25,42.0
2017-02-24 03:00:00,24,3.81,0.09,60.0,-22.48,0.49,60.0,-162.36,3.81,60.0,17.48,0.57,60.0,GVN,-70.65,-8.25,42.0
2017-02-24 04:00:00,24,4.01,0.03,60.0,-21.47,0.36,60.0,-153.84,2.7,60.0,17.93,0.44,60.0,GVN,-70.65,-8.25,42.0
2017-02-24 05:00:00,24,3.91,0.04,60.0,-22.55,0.34,60.0,-163.94,2.99,60.0,16.45,0.73,60.0,GVN,-70.65,-8.25,42.0
2017-02-24 06:00:00,24,3.99,0.05,60.0,-22.62,0.56,60.0,-164.65,4.13,60.0,16.29,0.65,60.0,GVN,-70.65,-8.25,42.0
2017-02-24 07:00:00,24,4.09,0.1,60.0,-22.65,0.63,60.0,-165.32,4.75,60.0,15.88,0.57,60.0,GVN,-70.65,-8.25,42.0
2017-02-24 08:00:00,24,4.2,0.04,60.0,-21.32,0.26,60.0,-155.03,1.69,60.0,15.53,0.64,60.0,GVN,-70.65,-8.25,42.0
2017-02-24 09:00:00,24,4.24,0.07,60.0,-20.8,0.48,60.0,-152.11,3.11,60.0,14.3,0.93,60.0,GVN,-70.65,-8.25,42.0
2017-02-24 10:00:00,24,4.26,0.09,60.0,-22.31,0.46,60.0,-161.93,3.1,60.0,16.56,0.73,60.0,GVN,-70.65,-8.25,42.0
2017-02-24 11:00:00,24,4.37,0.16,60.0,-21.39,0.39,60.0,-155.4,3.25,60.0,15.75,1.16,60.0,GVN,-70.65,-8.25,42.0
2017-02-24 12:00:00,24,4.84,0.25,60.0,-21.06,0.67,60.0,-151.61,4.77,60.0,16.89,0.92,60.0,GVN,-70.65,-8.25,42.0
2017-02-24 13:00:00,24,4.07,0.13,60.0,-24.85,0.49,60.0,-182.38,5.23,60.0,16.44,1.94,60.0,GVN,-70.65,-8.25,42.0
2017-02-24 14:00:00,24,3.92,0.08,60.0,-25.69,0.57,60.0,-190.36,2.06,60.0,15.12,3.0,60.0,GVN,-70.65,-8.25,42.0
2017-02-24 15:00:00,24,3.89,0.07,60.0,-25.54,0.6,60.0,-189.28,2.8,60.0,15.04,3.15,60.0,GVN,-70.65,-8.25,42.0
2017-02-24 16:00:00,24,4.15,0.11,60.0,-22.78,1.35,60.0,-167.25,9.9,60.0,15.0,1.17,60.0,GVN,-70.65,-8.25,42.0
